test,year,school,county,city,math,reading,writing,english,science,total
SAT,2014,HIGHLAND PARK,dallas,RICHARDSON,617,600,575,NA,NA,1217
SAT,2014,HIGHLAND PARK,potter,AMARILLO,489,425,418,NA,NA,915
SAT,2014,HIGHLAND SCHOOL,nolan,ABILENE,505,468,480,NA,NA,973
SAT,2014,HIGHLANDS,bexar,SAN ANTONIO,412,391,390,NA,NA,803
SAT,2014,HIGHTOWER,fort bend,HOUSTON,496,479,477,NA,NA,975
SAT,2014,HILL COUNTRY,kerr,SAN ANTONIO,495,525,495,NA,NA,1020
SAT,2014,HILLCREST,dallas,RICHARDSON,449,434,427,NA,NA,882
SAT,2014,HILLSBORO,hill,WACO,491,449,439,NA,NA,941
SAT,2014,HIRSCHI,wichita,WICHITA FALLS,471,462,432,NA,NA,933
SAT,2014,HITCHCOCK,galveston,HOUSTON,391,362,338,NA,NA,753
SAT,2014,HOLLAND,bell,WACO,471,450,456,NA,NA,921
SAT,2014,HOLLIDAY,archer,WICHITA FALLS,495,494,459,NA,NA,989
SAT,2014,HOLMES,bexar,SAN ANTONIO,451,428,411,NA,NA,879
SAT,2014,HONDO,medina,SAN ANTONIO,462,496,445,NA,NA,958
SAT,2014,HONEY GROVE,fannin,RICHARDSON,410,485,425,NA,NA,895
SAT,2014,HOPE ACADEMY CHARTER SCHOOL,harris,HOUSTON,341,294,293,NA,NA,635
SAT,2014,HORIZON,el paso,EL PASO,421,353,368,NA,NA,774
SAT,2014,HORN,dallas,RICHARDSON,482,461,451,NA,NA,943
SAT,2014,HOUSTON,bexar,SAN ANTONIO,378,360,347,NA,NA,738
SAT,2014,HOUSTON ACADEMY FOR INTERNATIONAL,harris,HOUSTON,474,452,440,NA,NA,926
SAT,2014,HOUSTON CAN ACADEMY - HOBBY,dallas,RICHARDSON,390,360,331,NA,NA,750
SAT,2014,HOUSTON CAN ACADEMY - NORTH,dallas,RICHARDSON,383,393,355,NA,NA,776
SAT,2014,HOUSTON GATEWAY ACADEMY - CORAL CA,harris,HOUSTON,418,394,398,NA,NA,812
SAT,2014,HOUSTON HEIGHTS CHARTER SCHOOL,harris,HOUSTON,370,327,303,NA,NA,697
SAT,2014,HOUSTON MATH SCIENCE AND TECHNOLOG,harris,HOUSTON,385,337,355,NA,NA,722
SAT,2014,HOUSTON SCHOOL,hale,LUBBOCK,NA,NA,NA,NA,NA,NA
SAT,2014,HOWE,grayson,RICHARDSON,503,490,465,NA,NA,993
SAT,2014,HUBBARD,hill,WACO,523,503,463,NA,NA,1025
SAT,2014,HUCKABAY SCHOOL,erath,FORT WORTH,495,487,448,NA,NA,982
SAT,2014,HUDSON,angelina,KILGORE,506,487,457,NA,NA,993
SAT,2014,HUGHES SPRINGS,cass,MT PLEASANT,473,417,453,NA,NA,890
SAT,2014,HULL-DAISETTA,liberty,BEAUMONT,452,424,416,NA,NA,876
SAT,2014,HUMBLE,harris,HOUSTON,435,428,410,NA,NA,862
SAT,2014,HUNTINGTON,angelina,KILGORE,505,471,451,NA,NA,976
SAT,2014,HUNTSVILLE,walker,HUNTSVILLE,492,486,458,NA,NA,978
SAT,2014,HUSTON ACADEMY,erath,FORT WORTH,427,463,423,NA,NA,890
SAT,2014,HUTTO,williamson,AUSTIN,471,463,439,NA,NA,934
SAT,2014,IDALOU,lubbock,LUBBOCK,515,474,452,NA,NA,989
SAT,2014,IDEA COLLEGE PREP,hidalgo,EDINBURG,483,449,480,NA,NA,932
SAT,2014,IDEA COLLEGE PREPARATORY ALAMO,hidalgo,EDINBURG,470,443,425,NA,NA,913
SAT,2014,IDEA COLLEGE PREPARATORY SAN BENIT,hidalgo,EDINBURG,464,473,453,NA,NA,937
SAT,2014,IDEA COLLEGE PREPARATORY SAN JUAN,hidalgo,EDINBURG,NA,NA,NA,NA,NA,NA
SAT,2014,IDEA FRONTIER COLLEGE PREPARATORY,hidalgo,EDINBURG,461,416,426,NA,NA,877
SAT,2014,IDEA QUEST COLLEGE PREPARATORY,hidalgo,EDINBURG,517,471,470,NA,NA,988
SAT,2014,IGNITE PUBLIC SCH AND COMM SERV CT,hidalgo,EDINBURG,NA,NA,NA,NA,NA,NA
SAT,2014,IMPACT EARLY COLLEGE,harris,HOUSTON,529,511,473,NA,NA,1040
SAT,2014,INDUSTRIAL,jackson,VICTORIA,517,476,470,NA,NA,993
SAT,2014,INGLESIDE,san patricio,CORPUS CHRISTI,470,465,425,NA,NA,934
SAT,2014,INGRAM-TOM MOORE SECONDARY CAMPUS,kerr,SAN ANTONIO,438,434,432,NA,NA,872
SAT,2014,INTERNATIONAL SCHOOL OF AMERICA,bexar,SAN ANTONIO,545,560,528,NA,NA,1105
SAT,2014,IOLA,grimes,HUNTSVILLE,487,445,431,NA,NA,933
SAT,2014,IOWA PARK,wichita,WICHITA FALLS,481,474,463,NA,NA,956
SAT,2014,IRA SCHOOL,scurry,ABILENE,NA,NA,NA,NA,NA,NA
SAT,2014,IRAAN,pecos,MIDLAND,451,441,427,NA,NA,893
SAT,2014,IREDELL SCHOOL,bosque,WACO,523,473,417,NA,NA,997
SAT,2014,IRION,irion,SAN ANGELO,545,495,480,NA,NA,1040
SAT,2014,IRMA LERMA RANGEL YOUNG WOMEN'S LE,dallas,RICHARDSON,541,536,513,NA,NA,1077
SAT,2014,IRVIN,el paso,EL PASO,488,420,379,NA,NA,908
SAT,2014,IRVING,dallas,RICHARDSON,428,391,394,NA,NA,819
SAT,2014,ISCHOOL,taylor,ABILENE,548,535,508,NA,NA,1083
SAT,2014,ISCHOOL HIGH AT THE WOODLANDS,taylor,ABILENE,517,500,423,NA,NA,1017
SAT,2014,ISCHOOL HIGH AT UNIVERSITY PARK,taylor,ABILENE,499,543,492,NA,NA,1042
SAT,2014,ITALY,ellis,RICHARDSON,468,447,388,NA,NA,915
SAT,2014,ITASCA,hill,WACO,478,432,415,NA,NA,910
SAT,2014,J M HANKS,el paso,EL PASO,429,401,398,NA,NA,829
SAT,2014,JACK C HAYS,hays,AUSTIN,522,495,475,NA,NA,1017
SAT,2014,JACK E SINGLEY ACADEMY,dallas,RICHARDSON,441,408,408,NA,NA,848
SAT,2014,JACKSBORO,jack,WICHITA FALLS,480,480,453,NA,NA,961
SAT,2014,JACKSONVILLE,cherokee,KILGORE,493,507,476,NA,NA,999
SAT,2014,JAMES BOWIE,bowie,MT PLEASANT,490,500,493,NA,NA,990
SAT,2014,JAMES EARL RUDDER,brazos,HUNTSVILLE,469,453,432,NA,NA,922
SAT,2014,JAMES M STEELE ACCELERATED,denton,FORT WORTH,491,491,451,NA,NA,981
SAT,2014,JAMES MADISON,dallas,RICHARDSON,380,365,353,NA,NA,746
SAT,2014,JAMIE'S HOUSE CHARTER SCHOOL,harris,HOUSTON,367,326,299,NA,NA,694
SAT,2014,JARRELL,williamson,AUSTIN,511,488,470,NA,NA,998
SAT,2014,JASPER,collin,RICHARDSON,676,657,634,NA,NA,1333
SAT,2014,JASPER,jasper,BEAUMONT,517,497,484,NA,NA,1014
SAT,2014,JAY,bexar,SAN ANTONIO,495,464,437,NA,NA,959
SAT,2014,JEAN MASSIEU ACADEMY,dallas,RICHARDSON,NA,NA,NA,NA,NA,NA
SAT,2014,JEFFERSON,bexar,SAN ANTONIO,399,394,387,NA,NA,793
SAT,2014,JEFFERSON,el paso,EL PASO,488,464,450,NA,NA,952
SAT,2014,JEFFERSON,marion,MT PLEASANT,620,570,563,NA,NA,1190
SAT,2014,JERSEY VILLAGE HIGH SCHOOL,harris,HOUSTON,528,494,477,NA,NA,1022
SAT,2014,JIM NED,taylor,ABILENE,529,502,482,NA,NA,1031
SAT,2014,JIMMY CARTER EARLY COLLEGE,hidalgo,EDINBURG,518,464,469,NA,NA,982
SAT,2014,JOAQUIN,shelby,KILGORE,500,605,500,NA,NA,1105
SAT,2014,JOHN A DUBISKI CAREER,dallas,RICHARDSON,497,470,450,NA,NA,967
SAT,2014,JOHN B ALEXANDER,webb,EDINBURG,473,463,450,NA,NA,935
SAT,2014,JOHN B CONNALLY,travis,AUSTIN,463,441,420,NA,NA,905
SAT,2014,JOHN F KENNEDY HIGH SCHOOL,bexar,SAN ANTONIO,417,401,386,NA,NA,818
SAT,2014,JOHN LESLIE PATTON JR ACADEMIC CEN,dallas,RICHARDSON,365,316,323,NA,NA,681
SAT,2014,JOHN TYLER,smith,KILGORE,418,400,386,NA,NA,818
SAT,2014,JOHNSON,bexar,SAN ANTONIO,535,525,500,NA,NA,1060
SAT,2014,JONES,harris,HOUSTON,353,310,326,NA,NA,663
SAT,2014,JONESBORO SCHOOL,coryell,WACO,417,417,403,NA,NA,833
SAT,2014,JORDAN,harris,HOUSTON,390,351,359,NA,NA,741
SAT,2014,JOSHUA,johnson,FORT WORTH,507,494,456,NA,NA,1001
SAT,2014,JOURDANTON,atascosa,SAN ANTONIO,464,466,460,NA,NA,929
SAT,2014,JUAREZ-LINCOLN,hidalgo,EDINBURG,444,427,422,NA,NA,871
SAT,2014,JUBILEE ACADEMY,bexar,SAN ANTONIO,407,412,390,NA,NA,818
SAT,2014,JUDGE BAREFOOT SANDERS LAW MAGNET,dallas,RICHARDSON,516,517,497,NA,NA,1033
SAT,2014,JUDSON,bexar,SAN ANTONIO,461,452,429,NA,NA,912
SAT,2014,JUDSON EARLY COLLEGE ACADEMY,bexar,SAN ANTONIO,517,520,499,NA,NA,1037
SAT,2014,JUDSON EVENING,bexar,SAN ANTONIO,NA,NA,NA,NA,NA,NA
SAT,2014,JUDSON LEARNING ACAD,bexar,SAN ANTONIO,415,385,435,NA,NA,800
SAT,2014,JUNCTION,kimble,SAN ANGELO,448,441,403,NA,NA,889
SAT,2014,JUSTIN F KIMBALL,dallas,RICHARDSON,380,362,362,NA,NA,742
SAT,2014,KAREN WAGNER,bexar,SAN ANTONIO,417,403,394,NA,NA,820
SAT,2014,KARNES CITY,karnes,VICTORIA,424,415,401,NA,NA,839
SAT,2014,KASHMERE,harris,HOUSTON,346,306,316,NA,NA,651
SAT,2014,KATHERINE ANNE PORTER SCHOOL,hays,AUSTIN,516,546,502,NA,NA,1062
SAT,2014,KATHLYN JOY GILLIAM COLLEGIATE ACA,dallas,RICHARDSON,453,420,416,NA,NA,873
SAT,2014,KATY,harris,HOUSTON,527,509,483,NA,NA,1036
SAT,2014,KAUFER,kleberg,CORPUS CHRISTI,455,424,403,NA,NA,879
SAT,2014,KAUFMAN,kaufman,RICHARDSON,474,450,431,NA,NA,924
SAT,2014,KEENE WANDA R SMITH,johnson,FORT WORTH,464,420,400,NA,NA,884
SAT,2014,KELLER,tarrant,FORT WORTH,565,548,524,NA,NA,1113
SAT,2014,KEMP,kaufman,RICHARDSON,448,458,438,NA,NA,906
SAT,2014,KEMPNER,fort bend,HOUSTON,535,487,475,NA,NA,1022
SAT,2014,KENEDY,karnes,VICTORIA,467,437,440,NA,NA,903
SAT,2014,KENNARD,houston,HUNTSVILLE,458,448,437,NA,NA,905
SAT,2014,KENNEDALE,tarrant,FORT WORTH,489,491,465,NA,NA,980
SAT,2014,KERENS SCHOOL,navarro,WACO,NA,NA,NA,NA,NA,NA
SAT,2014,KERR,harris,HOUSTON,556,526,527,NA,NA,1082
SAT,2014,KEYS ACAD,cameron,EDINBURG,NA,NA,NA,NA,NA,NA
SAT,2014,KILGORE,gregg,KILGORE,504,524,483,NA,NA,1027
SAT,2014,KILLEEN,bell,WACO,456,458,433,NA,NA,913
SAT,2014,KING,nueces,CORPUS CHRISTI,497,494,476,NA,NA,991
SAT,2014,KINGWOOD,harris,HOUSTON,569,553,522,NA,NA,1122
SAT,2014,KINGWOOD PARK,harris,HOUSTON,521,518,491,NA,NA,1039
SAT,2014,KIPP AUSTIN COLLEGIATE,travis,AUSTIN,555,520,520,NA,NA,1075
SAT,2014,KIPP HOUSTON,harris,HOUSTON,508,469,493,NA,NA,976
SAT,2014,KIPP SUNNYSIDE,harris,HOUSTON,443,420,406,NA,NA,863
SAT,2014,KIPP UNIVERSITY PREP,bexar,SAN ANTONIO,436,418,410,NA,NA,854
SAT,2014,KIRBYVILLE,jasper,BEAUMONT,529,497,499,NA,NA,1026
SAT,2014,KLEIN,harris,HOUSTON,548,529,507,NA,NA,1077
SAT,2014,KLEIN ANNEX,harris,HOUSTON,NA,NA,NA,NA,NA,NA
SAT,2014,KLEIN COLLINS,harris,HOUSTON,519,503,476,NA,NA,1022
SAT,2014,KLEIN FOREST,harris,HOUSTON,468,437,419,NA,NA,905
SAT,2014,KLEIN OAK,harris,HOUSTON,536,522,498,NA,NA,1057
SAT,2014,KLONDIKE ISD,dawson,LUBBOCK,NA,NA,NA,NA,NA,NA
SAT,2014,KNIPPA SCHOOL,uvalde,SAN ANTONIO,533,493,438,NA,NA,1025
SAT,2014,KNOX CITY,knox,WICHITA FALLS,NA,NA,NA,NA,NA,NA
SAT,2014,KOPPERL SCHOOL,bosque,WACO,500,525,488,NA,NA,1025
SAT,2014,KOUNTZE,hardin,BEAUMONT,476,473,440,NA,NA,949
SAT,2014,KRUM,denton,FORT WORTH,494,487,453,NA,NA,981
SAT,2014,L G PINKSTON,dallas,RICHARDSON,412,370,379,NA,NA,781
SAT,2014,LA FERIA,cameron,EDINBURG,479,456,434,NA,NA,935
SAT,2014,LA GRANGE,fayette,AUSTIN,506,470,465,NA,NA,977
SAT,2014,LA JOYA,hidalgo,EDINBURG,418,400,399,NA,NA,818
SAT,2014,LA JOYA PALMVIEW,hidalgo,EDINBURG,443,404,399,NA,NA,847
SAT,2014,LA MARQUE,galveston,HOUSTON,421,406,394,NA,NA,826
SAT,2014,LA PORTE,harris,HOUSTON,483,470,442,NA,NA,953
SAT,2014,LA PRYOR,zavala,SAN ANTONIO,460,442,416,NA,NA,902
SAT,2014,LA VEGA,mclennan,WACO,457,429,401,NA,NA,886
SAT,2014,LA VERNIA,wilson,SAN ANTONIO,498,476,456,NA,NA,974
SAT,2014,LAGO VISTA,travis,AUSTIN,515,499,469,NA,NA,1014
SAT,2014,LAKE DALLAS,denton,FORT WORTH,502,496,461,NA,NA,998
SAT,2014,LAKE HIGHLANDS,dallas,RICHARDSON,527,502,483,NA,NA,1029
SAT,2014,LAKE TRAVIS,travis,AUSTIN,579,557,534,NA,NA,1136
SAT,2014,LAKE VIEW,tom green,SAN ANGELO,468,460,428,NA,NA,927
SAT,2014,LAKE WORTH,tarrant,FORT WORTH,443,429,407,NA,NA,872
SAT,2014,LAKEHILL PREP SCH,dallas,RICHARDSON,582,588,576,NA,NA,1170
SAT,2014,LAKEVIEW CENTENNIAL,dallas,RICHARDSON,470,464,444,NA,NA,934
SAT,2014,LAMAR,harris,HOUSTON,493,480,472,NA,NA,973
SAT,2014,LAMAR,tarrant,FORT WORTH,510,493,474,NA,NA,1003
SAT,2014,LAMAR ACADEMY,hidalgo,EDINBURG,427,424,412,NA,NA,851
SAT,2014,LAMAR CONS,fort bend,HOUSTON,490,476,464,NA,NA,965
SAT,2014,LAMESA,dawson,LUBBOCK,436,478,420,NA,NA,914
SAT,2014,LAMPASAS,lampasas,WACO,476,480,453,NA,NA,955
SAT,2014,LANCASTER,dallas,RICHARDSON,402,400,396,NA,NA,802
SAT,2014,LANGHAM CREEK,harris,HOUSTON,515,504,481,NA,NA,1019
SAT,2014,LANIER,bexar,SAN ANTONIO,391,371,371,NA,NA,762
SAT,2014,LANIER,travis,AUSTIN,420,390,384,NA,NA,810
SAT,2014,LAPOYNOR,henderson,KILGORE,451,457,419,NA,NA,908
SAT,2014,LASA,travis,AUSTIN,669,668,644,NA,NA,1337
SAT,2014,LASARA,willacy,EDINBURG,468,439,443,NA,NA,907
SAT,2014,LATEXO,houston,HUNTSVILLE,430,423,409,NA,NA,853
SAT,2014,LAW ENFCMT-CRIM JUST,harris,HOUSTON,462,435,444,NA,NA,897
SAT,2014,LAWRENCE E ELKINS,fort bend,HOUSTON,528,494,486,NA,NA,1022
SAT,2014,LAZBUDDIE SCHOOL,parmer,AMARILLO,NA,NA,NA,NA,NA,NA
SAT,2014,LBJ HIGH SCHOOL,travis,AUSTIN,413,404,387,NA,NA,817
SAT,2014,LEAD ACADEMY,gregg,KILGORE,375,420,305,NA,NA,795
SAT,2014,LEADER'S ACADEMY,harris,HOUSTON,335,329,341,NA,NA,664
SAT,2014,LEAKEY SCHOOL,real,SAN ANTONIO,543,558,480,NA,NA,1100
SAT,2014,LEANDER,williamson,AUSTIN,516,503,473,NA,NA,1019
SAT,2014,LEE,bexar,SAN ANTONIO,473,464,446,NA,NA,937
SAT,2014,LEE,harris,HOUSTON,486,451,433,NA,NA,936
SAT,2014,LEE,harris,HOUSTON,371,338,343,NA,NA,709
SAT,2014,LEE,midland,MIDLAND,521,490,472,NA,NA,1011
SAT,2014,LEGGETT,polk,HUNTSVILLE,313,300,310,NA,NA,613
SAT,2014,LEHMAN,hays,AUSTIN,461,449,424,NA,NA,910
SAT,2014,LEON,leon,HUNTSVILLE,495,480,460,NA,NA,975
SAT,2014,LEONARD,fannin,RICHARDSON,466,475,448,NA,NA,942
SAT,2014,LEVELLAND,hockley,LUBBOCK,474,472,452,NA,NA,945
SAT,2014,LEWISVILLE,denton,FORT WORTH,502,474,457,NA,NA,976
SAT,2014,LEXINGTON HIGH SCHOOL,lee,AUSTIN,502,494,458,NA,NA,995
SAT,2014,LIBERTY,collin,RICHARDSON,571,551,543,NA,NA,1122
SAT,2014,LIBERTY,harris,HOUSTON,382,370,339,NA,NA,752
SAT,2014,LIBERTY,liberty,HOUSTON,476,456,439,NA,NA,931
SAT,2014,LIBERTY-EYLAU,bowie,MT PLEASANT,380,440,410,NA,NA,820
SAT,2014,LIBERTY ACADEMY,victoria,VICTORIA,440,450,540,NA,NA,890
SAT,2014,LIBERTY HILL,williamson,AUSTIN,526,513,484,NA,NA,1039
SAT,2014,LIFE SCHOOL OAK CLIFF,dallas,RICHARDSON,447,422,417,NA,NA,868
SAT,2014,LIFE SCHOOL RED OAK,dallas,RICHARDSON,453,470,445,NA,NA,923
SAT,2014,LINCOLN HUMANITIES/COMMUNICATIONS,dallas,RICHARDSON,374,347,360,NA,NA,721
SAT,2014,LINDALE,smith,KILGORE,496,503,481,NA,NA,999
SAT,2014,LINDSAY,cooke,FORT WORTH,559,510,501,NA,NA,1070
SAT,2014,LINGLEVILLE SCHOOL,erath,FORT WORTH,405,400,368,NA,NA,805
SAT,2014,LIPAN,hood,FORT WORTH,532,484,462,NA,NA,1015
SAT,2014,LIT CYPR-MRCEVILLE,orange,BEAUMONT,497,487,457,NA,NA,984
SAT,2014,LITTLE ELM,denton,FORT WORTH,490,474,457,NA,NA,964
SAT,2014,LITTLEFIELD,lamb,LUBBOCK,493,427,447,NA,NA,920
SAT,2014,LIVE OAK ACADEMY,hays,AUSTIN,490,498,455,NA,NA,988
SAT,2014,LIVINGSTON,polk,HUNTSVILLE,495,479,439,NA,NA,974
SAT,2014,LLANO,llano,AUSTIN,497,475,456,NA,NA,972
SAT,2014,LOCKHART,caldwell,AUSTIN,464,452,428,NA,NA,917
SAT,2014,LOCKNEY,floyd,LUBBOCK,543,485,450,NA,NA,1028
SAT,2014,LOHN SCHOOL,mcculloch,SAN ANGELO,485,440,400,NA,NA,925
SAT,2014,LOMETA SCHOOL,lampasas,WACO,469,459,442,NA,NA,928
SAT,2014,LONDON,nueces,CORPUS CHRISTI,557,537,487,NA,NA,1093
SAT,2014,LONE OAK,hunt,RICHARDSON,495,483,451,NA,NA,978
SAT,2014,LONE STAR,collin,RICHARDSON,522,516,492,NA,NA,1037
SAT,2014,LONGVIEW,gregg,KILGORE,493,485,471,NA,NA,978
SAT,2014,LOPEZ,cameron,EDINBURG,419,386,388,NA,NA,805
SAT,2014,LORENA HIGH,mclennan,WACO,512,497,476,NA,NA,1009
SAT,2014,LORENZO,crosby,LUBBOCK,NA,NA,NA,NA,NA,NA
SAT,2014,LOS FRESNOS,cameron,EDINBURG,453,420,407,NA,NA,873
SAT,2014,LOUISE,wharton,VICTORIA,521,471,465,NA,NA,992
SAT,2014,LOVEJOY,collin,RICHARDSON,587,558,533,NA,NA,1145
SAT,2014,LOVEJOY DAEP,collin,RICHARDSON,573,520,535,NA,NA,1093
SAT,2014,LOVELADY J H,houston,HUNTSVILLE,478,473,468,NA,NA,952
SAT,2014,LOWERY FRESHMAN CENTER,collin,RICHARDSON,NA,NA,NA,NA,NA,NA
SAT,2014,LUBBOCK,lubbock,LUBBOCK,477,466,452,NA,NA,943
SAT,2014,LUBBOCK-COOPER HIGH SCHOOL,lubbock,LUBBOCK,503,499,475,NA,NA,1002
SAT,2014,LUEDERS-AVOCA,jones,ABILENE,NA,NA,NA,NA,NA,NA
SAT,2014,LUFKIN,angelina,KILGORE,525,498,481,NA,NA,1023
SAT,2014,LULING,caldwell,AUSTIN,467,453,441,NA,NA,920
SAT,2014,LUMBERTON,hardin,BEAUMONT,496,484,451,NA,NA,980
SAT,2014,LYFORD,willacy,EDINBURG,462,453,428,NA,NA,915
SAT,2014,LYNDON B JOHNSON,blanco,AUSTIN,493,499,475,NA,NA,992
SAT,2014,LYNDON B JOHNSON,webb,EDINBURG,422,397,383,NA,NA,820
SAT,2014,LYTLE,atascosa,SAN ANTONIO,447,453,422,NA,NA,900
SAT,2014,MABANK,kaufman,RICHARDSON,507,509,477,NA,NA,1016
SAT,2014,MACARTHUR,bexar,SAN ANTONIO,510,499,476,NA,NA,1009
SAT,2014,MACARTHUR,dallas,RICHARDSON,446,401,401,NA,NA,847
SAT,2014,MACARTHUR,harris,HOUSTON,450,403,403,NA,NA,853
SAT,2014,MADISON,bexar,SAN ANTONIO,473,466,442,NA,NA,939
SAT,2014,MADISON,harris,HOUSTON,367,342,353,NA,NA,709
SAT,2014,MADISONVILLE,madison,HUNTSVILLE,470,453,431,NA,NA,923
SAT,2014,MAGNOLIA,montgomery,HUNTSVILLE,522,500,473,NA,NA,1022
SAT,2014,MAGNOLIA WEST,montgomery,HUNTSVILLE,505,488,462,NA,NA,992
SAT,2014,MALAKOFF,henderson,KILGORE,462,444,437,NA,NA,906
SAT,2014,MANOR,travis,AUSTIN,414,407,390,NA,NA,820
SAT,2014,MANOR EXCEL ACADEMY,travis,AUSTIN,425,420,345,NA,NA,845
SAT,2014,MANOR NEW TECHNOLOGY HIGH,travis,AUSTIN,468,462,447,NA,NA,930
SAT,2014,MANSFIELD,tarrant,FORT WORTH,528,510,496,NA,NA,1038
SAT,2014,MANSFIELD FRONTIER,tarrant,FORT WORTH,484,484,457,NA,NA,968
SAT,2014,MANSFIELD LAKE RIDGE,tarrant,FORT WORTH,481,480,458,NA,NA,961
SAT,2014,MANSFIELD LEGACY,tarrant,FORT WORTH,510,505,476,NA,NA,1015
SAT,2014,MANSFIELD SUMMIT,tarrant,FORT WORTH,485,470,454,NA,NA,955
SAT,2014,MANSFIELD TIMBERVIEW,tarrant,FORT WORTH,478,472,452,NA,NA,950
SAT,2014,MANVEL,brazoria,HOUSTON,491,466,456,NA,NA,958
SAT,2014,MARBLE FALLS,burnet,AUSTIN,496,486,449,NA,NA,982
SAT,2014,MARCUS,denton,FORT WORTH,580,547,528,NA,NA,1127
SAT,2014,MARION,guadalupe,AUSTIN,492,472,446,NA,NA,963
SAT,2014,MARLIN,falls,WACO,376,357,366,NA,NA,732
SAT,2014,MARSHALL,bexar,SAN ANTONIO,477,465,440,NA,NA,942
SAT,2014,MARSHALL,harrison,KILGORE,481,468,448,NA,NA,949
SAT,2014,MART,mclennan,WACO,505,475,433,NA,NA,980
SAT,2014,MARTIN,tarrant,FORT WORTH,541,524,503,NA,NA,1065
SAT,2014,MARTIN,webb,EDINBURG,435,406,405,NA,NA,840
SAT,2014,MARTIN EDUCATIONAL CENTER FOR ACHI,nacogdoches,KILGORE,429,459,404,NA,NA,887
SAT,2014,MARTINS MILL,van zandt,KILGORE,504,485,464,NA,NA,989
SAT,2014,MARTINSVILLE SCHOOL,nacogdoches,KILGORE,NA,NA,NA,NA,NA,NA
SAT,2014,MARY E SMITHEY PACE,dallas,RICHARDSON,NA,NA,NA,NA,NA,NA
SAT,2014,MASON,mason,SAN ANGELO,529,514,496,NA,NA,1043
SAT,2014,MATHEMATICS AND SCIENCE ACADEMY,cameron,EDINBURG,577,543,548,NA,NA,1120
SAT,2014,MATHIS,san patricio,CORPUS CHRISTI,423,397,390,NA,NA,820
SAT,2014,MATTHEWS LRN CTR/NEW DIRECTIONS,lubbock,LUBBOCK,331,309,310,NA,NA,640
SAT,2014,MAY,brown,SAN ANGELO,488,456,441,NA,NA,943
SAT,2014,MAYDE CREEK,harris,HOUSTON,491,466,446,NA,NA,957
SAT,2014,MAYPEARL,ellis,RICHARDSON,518,494,461,NA,NA,1012
SAT,2014,MCALLEN,hidalgo,EDINBURG,469,457,437,NA,NA,925
SAT,2014,MCCALLUM,travis,AUSTIN,555,551,516,NA,NA,1106
SAT,2014,MCCOLLUM,bexar,SAN ANTONIO,413,383,380,NA,NA,797
SAT,2014,MCGREGOR,mclennan,WACO,502,483,480,NA,NA,986
SAT,2014,MCKINNEY,collin,RICHARDSON,538,523,498,NA,NA,1061
SAT,2014,MCKINNEY BOYD,collin,RICHARDSON,553,537,512,NA,NA,1090
SAT,2014,MCKINNEY NORTH,collin,RICHARDSON,537,513,496,NA,NA,1049
SAT,2014,MCLEAN SCHOOL,gray,AMARILLO,423,443,423,NA,NA,865
SAT,2014,MCMULLEN COUNTY SCHOOL,mcmullen,CORPUS CHRISTI,508,527,508,NA,NA,1034
SAT,2014,MCNEIL,williamson,AUSTIN,571,547,520,NA,NA,1119
SAT,2014,MEADOW SCHOOL,terry,LUBBOCK,468,413,400,NA,NA,880
SAT,2014,MEDINA,bandera,SAN ANTONIO,473,470,467,NA,NA,943
SAT,2014,MEDINA VALLEY,medina,SAN ANTONIO,499,496,458,NA,NA,994
SAT,2014,MELISSA,collin,RICHARDSON,511,495,469,NA,NA,1006
SAT,2014,MEMORIAL,harris,HOUSTON,596,564,567,NA,NA,1160
SAT,2014,MEMORIAL,hidalgo,EDINBURG,523,490,480,NA,NA,1013
SAT,2014,MEMORIAL,jefferson,BEAUMONT,411,405,385,NA,NA,816
SAT,2014,MEMORIAL HIGH SCHOOL,bexar,SAN ANTONIO,404,366,355,NA,NA,770
SAT,2014,MEMORIAL PATHWAY ACADEMY,dallas,RICHARDSON,535,500,490,NA,NA,1035
SAT,2014,MEMPHIS,hall,AMARILLO,NA,NA,NA,NA,NA,NA
SAT,2014,MERCEDES,hidalgo,EDINBURG,524,506,484,NA,NA,1030
SAT,2014,MERCEDES EARLY COLLEGE ACADEMY,hidalgo,EDINBURG,463,540,493,NA,NA,1003
SAT,2014,MERIDIAN,bosque,WACO,451,440,425,NA,NA,891
SAT,2014,MERKEL,taylor,ABILENE,482,462,455,NA,NA,943
SAT,2014,MESQUITE,dallas,RICHARDSON,454,433,420,NA,NA,887
SAT,2014,MESQUITE ACADEMY,dallas,RICHARDSON,NA,NA,NA,NA,NA,NA
SAT,2014,MEXIA,limestone,WACO,478,453,425,NA,NA,930
SAT,2014,MIAMI SCHOOL,roberts,AMARILLO,NA,NA,NA,NA,NA,NA
SAT,2014,MIDLAND,midland,MIDLAND,508,485,465,NA,NA,993
SAT,2014,MIDLAND CHRISTIAN HIGH SCHOOL,midland,MIDLAND,590,605,590,NA,NA,1195
SAT,2014,MIDLOTHIAN,ellis,RICHARDSON,526,498,468,NA,NA,1024
SAT,2014,MIDVALLEY ACADEMY-MCALLEN CHARTER,hidalgo,EDINBURG,NA,NA,NA,NA,NA,NA
SAT,2014,MIDWAY,mclennan,WACO,532,525,502,NA,NA,1057
SAT,2014,MIDWAY SCHOOL,clay,WICHITA FALLS,NA,NA,NA,NA,NA,NA
SAT,2014,MILANO,milam,HUNTSVILLE,570,533,523,NA,NA,1103
