school,county,lat,lon,complvl_num,conf,complvl
WEST HARDIN,hardin,30.258099,-94.561799,24,2,District
WEST MESQUITE,dallas,32.76165,-96.635683,11,4,District
WEST ORANGE-STARK,orange,30.075836,-93.766465,24,3,District
WEST OSO,nueces,27.767491,-97.460837,31,3,District
WEST RUSK,rusk,32.23925,-94.941012,19,2,District
WEST SABINE,sabine,31.249979,-93.983182,20,2,District
WEST TEXAS,hutchinson,35.825721,-101.449461,7,2,District
WESTBURY,harris,29.649233,-95.480747,22,4,District
WESTERN HILLS,tarrant,32.717908,-97.456182,8,4,District
WESTFIELD,harris,30.007244,-95.446904,22,5,District
WESTLAKE,travis,30.276152,-97.81564,16,5,District
WESTSIDE,harris,29.754148,-95.638114,21,5,District
WESTWOOD,anderson,31.739049,-95.605141,15,5,District
WHARTON,wharton,29.328142,-96.091922,25,3,District
WHEATLEY,harris,29.771918,-95.319759,22,4,District
WHITE DEER,carson,35.429244,-101.172967,2,1,District
WHITE OAK,gregg,32.532006,-94.860993,16,3,District
WHITEFACE,cochran,33.600784,-102.618182,4,1,District
WHITEHOUSE,smith,32.232353,-95.213833,17,4,District
WHITESBORO,grayson,33.661711,-96.923002,6,3,District
WHITEWRIGHT,grayson,33.504622,-96.395729,15,2,District
WHITNEY,hill,31.961848,-97.321328,8,3,District
WICHITA FALLS,wichita,33.893695,-98.517041,5,4,District
WILLIS,montgomery,30.392317,-95.477105,18,4,District
WILLOWRIDGE,fort bend,29.586244,-95.482011,20,5,District
WILLS POINT,van zandt,32.70792,-96.029318,12,3,District
WILMER-HUTCHINS,dallas,32.65407,-96.730841,10,3,District
WIMBERLEY,hays,30.00529,-98.115710000000007,27,3,District
WINDTHORST,archer,33.574716,-98.439533,14,1,District
WINK,winkler,31.753881,-103.151986,8,1,District
WINN,winkler,31.753881,-103.151986,29,5,District
WINNSBORO,wood,32.953055,-95.295489,11,3,District
WINONA,smith,32.491885,-95.183777,19,2,District
WINTERS,runnels,31.965761,-99.960472,10,1,District
WODEN,nacogdoches,31.504731,-94.529061,20,2,District
WOLFE CITY,hunt,33.367506,-96.074996,20,1,District
WOODSBORO,refugio,28.233801,-97.321546,32,1,District
WOODVILLE,tyler,30.78559,-94.43413,23,2,District
WORTHAM,freestone,31.78915,-96.465231,18,1,District
WORTHING,harris,29.656915,-95.366505,22,4,District
WYLIE,collin,33.009604,-96.572214,11,4,District
WYLIE EAST,collin,33.016032,-96.495785,11,3,District
YATES,harris,29.723175,-95.353721,22,4,District
YOAKUM,dewitt,29.290327,-97.159198,26,3,District
YORKTOWN,dewitt,28.979478,-97.507562,29,2,District
YSLETA,el paso,31.700124,-106.340765,2,4,District
ZAPATA,zapata,26.92619,-99.247211,31,3,District
ZAVALLA,angelina,31.159068,-94.420714,27,1,District
ABERNATHY,hale,33.83135,-101.847263,1,2,Region
ABILENE,taylor,32.455757,-99.755994,1,6,Region
ACADEMY,bell,30.982934,-97.345646,4,1,Region
ALAMO HEIGHTS,bexar,29.491267,-98.464634,4,4,Region
ALBA-GOLDEN,wood,32.75912,-95.586291,3,2,Region
ALEDO,parker,32.712426,-97.61627,1,4,Region
ALIEF EARLY COLLEGE,harris,29.733995,-95.574174,3,5,Region
ALLEN,collin,33.109586,-96.660852,1,5,Region
ALPINE,brewster,30.371983,-103.665798,1,2,Region
ALVARADO,johnson,32.390142,-97.206673,2,3,Region
ALVIN,brazoria,29.417432,-95.25215,3,5,Region
ALVORD,wise,33.354728,-97.7055,2,2,Region
AMARILLO,randall,35.166975,-101.905065,1,5,Region
AMERICAS,el paso,31.729613,-106.277371,1,5,Region
ANAHUAC,chambers,29.770692,-94.676059,3,2,Region
ANDERSON,travis,30.375754,-97.753617,2,5,Region
ANDREWS,andrews,32.325672,-102.56782,1,4,Region
ANGLETON,brazoria,29.199661,-95.416688,3,4,Region
ANNA,collin,33.360926,-96.550882,2,4,Region
ANSON,jones,32.752976,-99.895915,1,2,Region
APPLE SPRINGS,trinity,31.225009,-94.970723,3,1,Region
ARANSAS PASS,san patricio,27.913187,-97.167905,4,3,Region
ARCHER CITY,archer,33.589093,-98.630853,2,1,Region
ARGYLE,denton,33.107167,-97.185452,2,2,Region
ARLINGTON,tarrant,32.72031,-97.11584,1,5,Region
ARLINGTON HEIGHTS,tarrant,32.730843,-97.385965,1,5,Region
ARP,smith,32.229632,-95.059236,3,2,Region
ASPERMONT,stonewall,33.138517,-100.221872,2,1,Region
ATASCOCITA,harris,29.979463,-95.173616,3,5,Region
ATHENS,henderson,32.200569,-95.845354,2,4,Region
ATLANTA,cass,33.122117,-94.145746,2,3,Region
AUBREY,denton,33.297756,-96.980578,2,2,Region
AUSTIN,harris,29.732475,-95.332135,3,5,Region
AUSTWELL-TIVOLI,refugio,28.456988,-96.891217,4,1,Region
AVERY,red river,33.552444,-94.786687,3,1,Region
AXTELL,mclennan,31.653274,-96.97415,3,1,Region
AZLE,tarrant,32.914211,-97.540027,1,4,Region
BAIRD,callahan,32.398557,-99.399674,2,1,Region
BALL,tom green,31.373268,-100.308504,3,5,Region
BALLINGER,runnels,31.750912,-99.974986,1,2,Region
BANDERA,bandera,29.733238,-99.061605,4,3,Region
BANGS,brown,31.718323,-99.131206,1,3,Region
BANQUETE,nueces,27.808016,-97.791141,4,2,Region
BARBERS HILL,chambers,29.837997,-94.851338,3,3,Region
BAY CITY,matagorda,28.980694,-95.985204,4,4,Region
BELLAIRE,harris,29.692163,-95.469159,3,5,Region
BELLS,cherokee,31.487771,-94.937589,2,2,Region
BELLVILLE,austin,29.924677,-96.251938,3,3,Region
BELTON,bell,31.087049,-97.47023,2,5,Region
BIG BEND,brewster,29.3132,-103.539882,1,1,Region
BIG SANDY,upshur,32.588398,-95.111126,4,1,Region
BIG SPRING,howard,32.246917,-101.465992,1,4,Region
BIRDVILLE,tarrant,32.861039,-97.19123,1,4,Region
BISHOP,jim wells,27.64637,-98.08832,4,2,Region
BLANCO,blanco,30.099655,-98.431324,4,2,Region
BLOOMBURG,cass,33.135162,-94.062262,3,1,Region
BLOOMING GROVE,navarro,32.087795,-96.713607,2,2,Region
BLOOMINGTON,victoria,28.671593,-96.85471,4,2,Region
BLUE RIDGE,collin,33.308533,-96.404392,3,1,Region
BLUM,hill,32.139234,-97.396758,3,1,Region
BOERNE,kendall,29.799156,-98.710688,4,3,Region
BOLING,wharton,29.264339,-95.939722,4,2,Region
BORGER,hutchinson,35.665825,-101.397093,1,3,Region
BOSWELL,tarrant,32.878134,-97.413054,1,4,Region
BOVINA,parmer,34.513905,-102.889573,1,1,Region
BOWIE,el paso,31.765666,-106.457927,2,5,Region
BOYD,wise,33.074405,-97.570443,2,4,Region
BOYS RANCH,oldham,35.531653,-102.252618,1,2,Region
BRACKENRIDGE,stephens,32.758783,-98.908165,4,5,Region
BRACKETT,kinney,29.315452,-100.412981,4,1,Region
BRADY,mcculloch,31.10753,-99.338921,4,3,Region
BRANDEIS,bexar,29.56372,-98.646331,4,5,Region
BRAZOS,austin,29.619225,-96.03529,4,2,Region
BRAZOSPORT,brazoria,28.958933,-95.372673,4,4,Region
BRECKENRIDGE,stephens,32.758783,-98.908165,1,3,Region
BREMOND,robertson,31.164906,-96.683568,3,1,Region
BRENHAM,washington,30.182042,-96.396675,3,5,Region
BRENNAN,bexar,29.458247,-98.728399,4,4,Region
BREWER,tarrant,32.779784,-97.478052,1,4,Region
BRIDGE CITY,orange,30.038347,-93.821471,3,3,Region
BRIDGEPORT,wise,33.211078,-97.736209,1,3,Region
BROADDUS,san augustine,31.31748,-94.260221,4,1,Region
BROCK,parker,32.676258,-97.942512,2,2,Region
BRONTE,coke,31.885478,-100.297304,2,1,Region
BROOKELAND,sabine,31.149149,-93.993338,3,1,Region
BROWNFIELD,terry,33.186554,-102.262234,1,3,Region
BROWNSBORO,henderson,32.300012,-95.62233,3,3,Region
BROWNWOOD,brown,31.691441,-98.978723,2,4,Region
BRUCEVILLE-EDDY,mclennan,31.306931,-97.247839,2,2,Region
BRUNI,webb,27.42788,-98.837186,4,1,Region
BRYAN,denton,33.211542,-97.075864,2,5,Region
BUFFALO,leon,31.471314,-96.071514,3,2,Region
BULLARD,cherokee,32.13205,-95.31678,2,3,Region
BUNA,jasper,30.430632,-93.95726,3,2,Region
BURBANK,bexar,29.392884,-98.509277,4,4,Region
BURGES,el paso,31.784971,-106.384138,1,4,Region
BURKBURNETT,wichita,34.081094,-98.572901,1,3,Region
BURLESON,johnson,32.52903,-97.345731,1,5,Region
BURNET,burnet,30.774409,-98.230462,1,3,Region
BURTON,washington,30.183957,-96.598722,4,1,Region
BUSHLAND,potter,35.202279,-102.062278,1,2,Region
CADDO MILLS,hunt,33.079599,-96.228791,3,2,Region
CALALLEN,nueces,27.857635,-97.636446,4,4,Region
CALDWELL,burleson,30.548227,-96.67398,3,3,Region
CALHOUN,calhoun,28.62077,-96.642061,3,4,Region
CALLISBURG,cooke,33.70172,-97.01173,2,2,Region
CANADIAN,hemphill,35.908907,-100.385219,1,2,Region
CANTON,comal,29.685145,-98.132495,2,3,Region
CANUTILLO,el paso,31.897117,-106.58471,1,4,Region
CANYON,comal,29.685145,-98.132495,1,3,Region
CARNEGIE VANGUARD,harris,29.75418,-95.385391,3,5,Region
CARRIZO SPRINGS,dimmit,28.518902,-99.839834,4,3,Region
CARROLL,nueces,27.719114,-97.403744,4,5,Region
CARTER-RIVERSIDE,tarrant,32.782101,-97.299511999999993,1,4,Region
CARTHAGE,panola,32.160555,-94.347757,2,3,Region
CASTLEBERRY,tarrant,32.762309,-97.39288,2,3,Region
CAYUGA,anderson,31.92118,-95.923191,3,1,Region
CEDAR CREEK,bastrop,30.13835,-97.471641,4,5,Region
CEDAR PARK,williamson,30.471867,-97.843371,4,4,Region
CEDAR RIDGE,williamson,30.49276,-97.640331,2,4,Region
CELINA,collin,33.277359,-96.783939,2,3,Region
CENTENNIAL,collin,33.136267,-96.770097,2,4,Region
CENTER,shelby,31.803862,-94.20064,2,3,Region
CENTER POINT,kerr,29.941734,-99.034073,4,1,Region
CENTERVILLE,trinity,31.18135,-95.044027,3,1,Region
CENTRAL,tom green,31.46379,-100.450691,1,5,Region
CENTRAL HEIGHTS,nacogdoches,31.706309,-94.67829,3,3,Region
CHALLENGE EARLY COLLEGE,harris,29.72135,-95.457365,3,4,Region
CHAPEL HILL,titus,33.111064,-94.885474,3,2,Region
CHAPIN,el paso,31.845141,-106.444354,1,4,Region
CHICO,hamilton,31.993912,-98.023832,2,2,Region
CHILDRESS,childress,34.433204,-100.210216,1,3,Region
CHILLICOTHE,hardeman,34.253137,-99.511977,2,1,Region
CHINA SPRING,mclennan,31.629802,-97.287694,3,3,Region
CHIRENO,nacogdoches,31.496188,-94.350001,3,1,Region
CHISHOLM TRAIL,hunt,33.243807,-95.908204,1,5,Region
CHISUM,lamar,33.626189,-95.564523,2,2,Region
CHRISTOVAL,tom green,31.185433,-100.493504,1,2,Region
CHURCHILL,bexar,29.549842,-98.512516,4,5,Region
CINCO RANCH,fort bend,29.746905,-95.778611,3,5,Region
CISCO,eastland,32.377624,-98.99341,2,2,Region
CLARENDON,donley,34.939657,-100.898735,1,1,Region
CLARK,collin,33.058695,-96.703289,4,5,Region
CLEAR BROOK,harris,29.548052,-95.186898,3,5,Region
CLEAR CREEK,galveston,29.525354,-95.072334,3,5,Region
CLEAR FALLS,galveston,29.511103,-95.028684,3,5,Region
CLEAR LAKE,harris,29.582454,-95.105821,3,5,Region
CLEBURNE,johnson,32.345696,-97.423288,1,4,Region
CLEMENS,fort bend,29.575142,-95.633167,4,5,Region
CLEMENTS,fort bend,29.575142,-95.633167,3,5,Region
CLIFTON,bosque,31.788739,-97.590441,2,2,Region
CLINT,el paso,31.570637,-106.218532,1,3,Region
CLYDE,callahan,32.415502,-99.527265,1,2,Region
COAHOMA,howard,32.30284,-101.30563,1,2,Region
COLEMAN,coleman,31.809203,-99.424587,1,2,Region
COLLEGE PARK,montgomery,30.204219,-95.47175,2,5,Region
COLLEGE STATION,brazos,30.59275,-96.321641,3,3,Region
COLLEYVILLE-HERITAGE,tarrant,32.886628,-97.104022,1,5,Region
COLORADO,mitchell,32.404352,-100.848882,1,2,Region
COLUMBIA,brazoria,29.137502,-95.650609,3,3,Region
COLUMBUS,colorado,29.702155,-96.562041,3,3,Region
COMANCHE,comanche,31.912634,-98.595579,1,2,Region
COMFORT,kendall,29.994897,-98.902361,1,2,Region
COMMERCE,hunt,33.241807,-95.925454,2,3,Region
CONROE,montgomery,30.321424,-95.48414,2,5,Region
COOPER,delta,33.362255,-95.698676,1,3,Region
COPPELL,dallas,32.974672,-96.998599,1,5,Region
COPPERAS COVE,coryell,31.126675,-97.913112,2,6,Region
CORONADO,lubbock,33.564022,-101.917481,1,5,Region
COTULLA,la salle,28.43863,-99.235161,4,3,Region
CRANDALL,randall,35.11391,-101.899488,2,3,Region
CRAWFORD,mclennan,31.532058,-97.450909,2,2,Region
CREEKVIEW,denton,33.002931,-96.912432,2,5,Region
CROCKETT,houston,31.30046,-95.446861,3,4,Region
CROSBY,harris,29.899492,-95.066751,3,4,Region
CROSS PLAINS,callahan,32.131342,-99.16478,2,1,Region
CROSS ROADS,coryell,31.121249,-97.89983,3,2,Region
CROWLEY,tarrant,32.57833,-97.375702,2,4,Region
CRYSTAL CITY,zavala,28.69037,-99.821498,4,3,Region
CUERO,dewitt,29.09014,-97.28004,4,3,Region
CUMBY,hopkins,33.135552,-95.844699,3,1,Region
CYPRESS CREEK,harris,29.965823,-95.565165,3,5,Region
CYPRESS FALLS,harris,29.918588,-95.631662,3,5,Region
CYPRESS RANCH,harris,29.941119,-95.719693,2,5,Region
CYPRESS SPRINGS,harris,29.89285,-95.719945,3,5,Region
CYPRESS WOODS,harris,29.971016,-95.681547,2,5,Region
DAINGERFIELD,morris,33.014536,-94.718007,2,3,Region
DALHART,hartley,36.04971,-102.504712,1,3,Region
DANBURY,brazoria,29.223696,-95.341777,4,2,Region
DAVIS,harris,29.783725,-95.358,3,4,Region
DAWSON,navarro,31.897555,-96.710343,1,1,Region
DAYTON,liberty,30.064554,-94.90533,3,4,Region
DE KALB,bowie,33.507864,-94.622786,2,2,Region
DE LEON,comanche,32.11548,-98.536381,2,1,Region
DECATUR,wise,33.217782,-97.579184,1,3,Region
DEER PARK,harris,29.689186,-95.130251,3,5,Region
DEL RIO,val verde,29.383494,-100.919893,4,5,Region
DEL VALLE,el paso,31.692468,-106.296371,1,4,Region
DENISON,grayson,33.792047,-96.547438,1,4,Region
DENTON,denton,33.224883,-97.145326,1,4,Region
DENVER CITY,yoakum,32.970936,-102.837045,1,2,Region
DETROIT,red river,33.669816,-95.269303,3,1,Region
DEVINE,medina,29.148465,-98.91938,4,3,Region
DIBOLL,angelina,31.192639,-94.768227,3,4,Region
DILLEY,frio,28.675717,-99.172527,4,2,Region
DIMMITT,castro,34.54398,-102.33258,1,2,Region
DOBIE,harris,29.594985,-95.245842,3,5,Region
DRIPPING SPRINGS,hays,30.19823,-98.100971,4,4,Region
DUBLIN,erath,32.088,-98.321911,2,2,Region
DULLES,fort bend,29.619752,-95.584542,3,5,Region
DUMAS,moore,35.863213,-101.977726,1,4,Region
DUNBAR,tarrant,32.719218,-97.231946,1,4,Region
EARLY,brown,31.746482,-98.931272,1,2,Region
EARLY COLLEGE,webb,27.573429,-99.435233,4,5,Region
EAST BERNARD,wharton,29.526093,-96.066608,4,2,Region
EAST CENTRAL,bexar,29.352501,-98.295378,4,5,Region
EAST CHAMBERS,chambers,29.80538,-94.380744000000007,3,2,Region
EASTLAND,eastland,32.398545,-98.828165,1,2,Region
EASTWOOD,el paso,31.771665,-106.355003,1,5,Region
ECTOR,fannin,33.575836,-96.272315,3,1,Region
EDCOUCH-ELSA,hidalgo,26.299566,-97.9832,4,4,Region
EDGEWOOD,van zandt,32.692435,-95.874657,3,2,Region
EDINBURG,hidalgo,26.263237,-98.140574,4,5,Region
EDINBURG NORTH,hidalgo,26.331969,-98.158439,4,5,Region
EDISON,bexar,29.472289,-98.505191,4,4,Region
EDNA,jackson,28.964263,-96.652178,4,3,Region
EISENHOWER,harris,29.881955,-95.47182,3,5,Region
EL DORADO,schleicher,30.863719,-100.599582,1,5,Region
EL PASO,el paso,31.772886,-106.491063,1,4,Region
ELDORADO,schleicher,30.863719,-100.599582,2,1,Region
ELGIN,travis,30.366583,-97.404162,3,4,Region
ELKHART,anderson,31.628009,-95.581854,3,2,Region
ELSIK,harris,29.709904,-95.603352,3,5,Region
ELYSIAN FIELDS,harrison,32.38007,-94.144732,3,2,Region
ENNIS,ellis,32.304466,-96.626794,2,4,Region
EUSTACE,henderson,32.30296,-96.008183,2,3,Region
EVANT,coryell,31.473833,-98.152739,2,1,Region
EVERMAN,tarrant,32.619116,-97.288494,1,4,Region
FABENS,el paso,31.502079,-106.14775,1,4,Region
FAIRFIELD,freestone,31.717472,-96.141402,3,3,Region
FALFURRIAS,brooks,27.232359,-98.152502,4,3,Region
FALLS CITY,karnes,28.980331,-98.025658,4,1,Region
FARMERSVILLE,collin,33.168884,-96.369379,2,3,Region
FARWELL,parmer,34.380413,-103.03422,1,1,Region
FERRIS,ellis,32.530477,-96.650167,2,3,Region
FLORENCE,williamson,30.830934,-97.794784,4,2,Region
FLORESVILLE,wilson,29.145744,-98.152722,4,4,Region
FLOUR BLUFF,nueces,27.644397,-97.295932,4,4,Region
FLOWER MOUND,denton,33.033076,-97.081547,1,5,Region
FLOYDADA,floyd,33.979161,-101.346551,1,2,Region
FORNEY,kaufman,32.736524,-96.468384,2,4,Region
FORSAN,howard,32.11195,-101.3687,2,1,Region
FORT HANCOCK,hudspeth,31.289577,-105.848962,1,2,Region
FORT STOCKTON,pecos,30.901887,-102.891088,1,3,Region
FOSSIL RIDGE,tarrant,32.892852,-97.295658,1,6,Region
FOSTER,fort bend,29.627162,-95.810081,3,4,Region
FRANKLIN,robertson,31.022579,-96.50138,1,5,Region
FRANKSTON,anderson,32.06225,-95.504164,2,2,Region
FREDERICKSBURG,gillespie,30.260366,-98.881777,4,4,Region
FREER,duval,27.875831,-98.618783,4,3,Region
FRENSHIP,lubbock,33.51793,-102.012421,1,4,Region
FRIENDSWOOD,galveston,29.510802,-95.209882,3,4,Region
FRIONA,parmer,34.637799,-102.730824,1,2,Region
FRISCO,collin,33.131709,-96.822057,2,4,Region
FROST,navarro,32.079828,-96.812699,3,1,Region
FRUITVALE,van zandt,32.684515,-95.801628,3,1,Region
GAINESVILLE,cooke,33.603991,-97.159367,1,3,Region
GANADO,jackson,29.037716,-96.515826,4,2,Region
GARDEN CITY,glasscock,31.866378,-101.48482,2,1,Region
GARLAND,dallas,32.91015,-96.646812,2,5,Region
GARRISON,nacogdoches,31.82812,-94.489391,3,2,Region
GATESVILLE,coryell,31.432437,-97.724643,3,3,Region
GEORGE RANCH,fort bend,29.518717,-95.695359,3,4,Region
GEORGE WEST,live oak,28.329083,-98.1216,4,2,Region
GEORGETOWN,williamson,30.661819,-97.666511,2,5,Region
GIDDINGS,lee,30.202315,-96.930911,3,3,Region
GILMER,upshur,32.731362,-94.956206,2,3,Region
GLEN ROSE,somervell,32.231576,-97.765328,1,3,Region
GODLEY,johnson,32.454794,-97.544607,1,4,Region
GOLDTHWAITE,mills,31.453855,-98.577815,4,1,Region
GOLIAD,goliad,28.677255,-97.394153,4,3,Region
GONZALES,gonzales,29.521521,-97.438463,4,3,Region
GOODRICH,polk,30.606346,-94.945071,3,1,Region
GOOSE CREEK MEMORIAL,harris,29.823853,-94.968571,3,4,Region
GORMAN,eastland,32.208394,-98.675841,3,1,Region
GRADY,mcculloch,31.10753,-99.338921,1,1,Region
GRAFORD,palo pinto,32.939565,-98.252417,3,1,Region
GRAHAM,young,33.096475,-98.581492,1,3,Region
GRANBURY,hood,32.439578,-97.810423,1,4,Region
GRAND SALINE,van zandt,32.685533,-95.713811,3,2,Region
GRANDVIEW,johnson,32.263475,-97.176234,2,2,Region
GRAPEVINE,tarrant,32.91568,-97.119021,1,5,Region
GREENWOOD,midland,32.02378,-101.895358,1,3,Region
GREGORY-PORTLAND,san patricio,27.903467,-97.323406,4,4,Region
GROESBECK,limestone,31.538977,-96.524343,3,3,Region
GRUVER,hansford,36.261648,-101.400335,1,1,Region
GUNTER,grayson,33.457626,-96.73758,2,2,Region
GUYER,denton,33.135663,-97.103456,1,4,Region
HALLETTSVILLE,lavaca,29.447363,-96.935069,4,2,Region
HALLSVILLE,harrison,32.5147,-94.590751,2,4,Region
HALTOM,tarrant,32.848206,-97.279777,1,6,Region
HAMILTON,hamilton,31.698771,-98.128132,2,2,Region
HAMLIN,jones,32.8788,-100.132977,2,1,Region
HAMSHIRE-FANNETT,jefferson,29.862641,-94.3144,3,3,Region
HANNA,collin,33.360926,-96.550882,4,5,Region
HAPPY,swisher,34.746226,-101.860928,1,1,Region
HARDIN,liberty,30.156776,-94.73436,3,2,Region
HARDIN-JEFFERSON,hardin,30.103736,-94.40581,3,3,Region
HARGRAVE,harris,30.042333,-95.059807,3,3,Region
HARKER HEIGHTS,bell,31.056837,-97.651118,2,5,Region
HARLETON,harrison,32.67733,-94.57145,3,1,Region
HARLINGEN,cameron,26.20793,-97.683689,4,5,Region
HARMONY,upshur,32.754279,-95.108978,3,2,Region
HARMONY SCIENCE ACADEMY,harris,29.679907,-95.558958,4,2,Region
HARPER,gillespie,30.301925,-99.244797,4,1,Region
HASKELL,haskell,33.163528,-99.733197,1,1,Region
HASTINGS,harris,29.709859,-95.597954,3,5,Region
HEALTH CAREERS,bexar,29.520596,-98.578849,4,5,Region
HEBRON,denton,33.035521,-96.858636,2,4,Region
HEMPHILL,sabine,31.346412,-93.847049,3,2,Region
HEMPSTEAD,waller,30.083392,-96.07723,3,3,Region
HENDRICKSON,travis,30.464251,-97.588671,4,4,Region
HERITAGE,collin,33.17709,-96.754511,2,4,Region
HICO,hamilton,31.993912,-98.023832,2,2,Region
HIGH ISLAND,galveston,29.563727,-94.390309,4,1,Region
HIGHLAND,bexar,29.389605,-98.442819,2,1,Region
HIGHLAND PARK,potter,35.250132,-101.654804,2,4,Region
HIGHTOWER,fort bend,29.531608,-95.497847,3,5,Region
HILLCREST,dallas,32.883211,-96.785593,2,4,Region
HILLSBORO,hill,31.982956,-97.127612,1,3,Region
HIRSCHI,wichita,33.933954,-98.528622,1,3,Region
HOLLAND,bell,30.879839,-97.409594,3,1,Region
HOLLIDAY,archer,33.810669,-98.689016,1,2,Region
HONDO,medina,29.341546,-99.135524,4,3,Region
HONEY GROVE,fannin,33.591358,-95.900085,2,2,Region
HOOKS,bowie,33.467853,-94.284053,2,2,Region
HORIZON,el paso,31.684482,-106.170095,1,4,Region
HORN,dallas,32.731652,-96.557413,2,5,Region
HOUSTON,bexar,29.424656,-98.399299,1,5,Region
HOWE,hidalgo,26.227331,-98.261031,2,2,Region
HUBBARD,hill,31.835553,-96.812684,3,1,Region
HUDSON,bexar,29.509676,-98.306675,3,3,Region
HUGHES SPRINGS,cass,33.006722,-94.636089,3,2,Region
HUMBLE,harris,29.982781,-95.246671,3,5,Region
HUNTSVILLE,walker,30.741103,-95.536608,3,4,Region
HUTTO,williamson,30.53636,-97.562251,3,3,Region
IDALOU,lubbock,33.65992,-101.683182,1,2,Region
IDEA COLLEGE PREP,hidalgo,26.166611,-98.064791,4,2,Region
INDUSTRIAL,jackson,28.819352,-96.615769,4,2,Region
INGLESIDE,san patricio,27.876711,-97.218955,4,3,Region
INGRAM TOM MOORE,kerr,30.074421,-99.252053,1,3,Region
IOLA,grimes,30.767915,-96.072966,4,2,Region
IOWA PARK,wichita,33.96259,-98.693211,1,3,Region
IRAAN,pecos,30.909272,-101.901069,1,1,Region
IRVING,dallas,32.824989,-96.949999,1,5,Region
ITASCA,hill,32.164515,-97.145293,2,2,Region
JACKSBORO,jack,33.227562,-98.170604,2,2,Region
JACKSONVILLE,cherokee,31.953581,-95.250778,3,4,Region
JARRELL,williamson,30.81484,-97.627411,4,2,Region
JASPER,collin,33.067659,-96.783258,3,3,Region
JAY,nueces,27.753053,-97.394459,4,5,Region
JAYTON,liberty,30.064554,-94.90533,2,1,Region
JEFFERSON,bexar,29.465178,-98.538604,4,4,Region
JIM NED,taylor,32.213199,-99.797673,1,2,Region
JOAQUIN,shelby,31.965934,-94.049919,3,2,Region
JOHNSON,bexar,29.65601,-98.435461,4,4,Region
JOSHUA,johnson,32.450188,-97.381962,1,4,Region
JOURDANTON,atascosa,28.90855,-98.53974,4,2,Region
JUAREZ-LINCOLN,hidalgo,26.328461,-98.39881,4,4,Region
JUAREZ LINCOLN,hidalgo,26.328461,-98.39881,4,4,Region
JUDSON,bexar,29.509676,-98.306675,4,5,Region
JUNCTION,kimble,30.487931,-99.778789,1,2,Region
KARNES CITY,karnes,28.88788,-97.892055,4,2,Region
KASHMERE,harris,29.822509,-95.31509,3,4,Region
KATY,fort bend,29.78303,-95.833011,3,5,Region
KAUFER,kleberg,27.297364,-97.810176,4,2,Region
KAUFMAN,kaufman,32.56571,-96.312653,2,3,Region
KEENE,johnson,32.391655,-97.318027,2,2,Region
KELLER,tarrant,32.939775,-97.23284,1,5,Region
KELTON,bell,31.087049,-97.47023,1,1,Region
KEMP,kaufman,32.428717,-96.228318,2,3,Region
KENNARD,houston,31.361512,-95.180123,3,1,Region
KENNEDALE,tarrant,32.652528,-97.19877,2,3,Region
KENNEDY,karnes,28.82996,-97.84628,4,4,Region
KERMIT,winkler,31.856044,-103.082649,1,3,Region
KERR,harris,29.691573000000002,-95.635351,3,4,Region
KILLEEN,bell,31.112203,-97.697753,2,4,Region
KING,nueces,27.718759,-97.370808,4,5,Region
KINGWOOD,harris,30.045404,-95.1956,3,5,Region
KINGWOOD PARK,harris,30.072554,-95.212994,3,4,Region
KIRBYVILLE,jasper,30.65076,-93.89478,3,3,Region
KLEIN,harris,30.019784,-95.523551,2,5,Region
KLEIN COLLINS,harris,30.061406,-95.478787,2,5,Region
KLEIN OAK,harris,30.096835,-95.518429,3,4,Region
KNOX CITY,knox,33.421011,-99.814856,2,1,Region
KRESS,swisher,34.364827,-101.744375,1,1,Region
KRUM,denton,33.264058,-97.226873,2,2,Region
LA FERIA,cameron,26.16457,-97.82841,4,3,Region
LA GRANGE,fayette,29.901872,-96.865098,3,3,Region
LA JOYA,hidalgo,26.252828,-98.471061,4,5,Region
LA PORTE,harris,29.654727,-95.014766,3,5,Region
LA PRYOR,zavala,28.944951,-99.843145,4,1,Region
LA VERNIA,wilson,29.351514,-98.123041,4,3,Region
LAGO VISTA,travis,30.44083,-97.97971,4,2,Region
LAKE TRAVIS,travis,30.327406,-97.969977,4,4,Region
LAKE VIEW,tom green,31.504509,-100.443978,1,4,Region
LAKE WORTH,tarrant,32.820221,-97.416781,2,3,Region
LAMAR,harris,29.740249,-95.426211,1,5,Region
LAMAR CONS,fort bend,29.560382,-95.77922,3,4,Region
LAMPASAS,lampasas,31.0417,-98.181691,4,4,Region
LANGHAM CREEK,harris,29.881564,-95.677156,3,5,Region
LANIER,bexar,29.422645,-98.514094,3,4,Region
LASARA,willacy,26.46347,-97.90767,4,1,Region
LATEXO,houston,31.394522,-95.472877,4,1,Region
LEE,bexar,29.507518,-98.515972,1,5,Region
LEGGETT,polk,30.816335,-94.867259,3,1,Region
LEON,leon,31.320472,-96.205401,2,2,Region
LEONARD,fannin,33.389957,-96.241894,2,2,Region
LEVELLAND,hockley,33.58374,-102.349732,1,3,Region
LIBERTY,liberty,30.074786,-94.787879,3,3,Region
LIBERTY HILL,williamson,30.680323,-97.953654,4,3,Region
LINDALE,smith,32.514253,-95.396751,2,3,Region
LINDSAY,cooke,33.6366,-97.2373,2,1,Region
LIPAN,hood,32.521386,-98.047207,3,1,Region
