school,state,county,city,lat,lon
KIPP SOUTHEAST HOUSTON MIDDLE,tx,harris,HOUSTON,29.66808,-95.259731
KIPP SOUTHEAST HOUSTON PRI,tx,harris,HOUSTON,29.667119,-95.259745
KIPP SPIRIT COLLEGE PREP,tx,harris,HOUSTON,29.63853,-95.371231
KIPP SUNNYSIDE,tx,harris,HOUSTON,29.63853,-95.371231
KIPP TRUTH ACADEMY,tx,dallas,DALLAS,32.72812,-96.812601
KIPP TRUTH EL,tx,dallas,DALLAS,32.72812,-96.812601
KIPP UN MUNDO DUAL LANGUAGE ACAD,tx,bexar,SAN ANTONIO,29.43159,-98.547021
KIPP UNITY PRI,tx,fort bend,HOUSTON,29.68593,-95.646571
KIPP UNIVERSITY PREP,tx,bexar,SAN ANTONIO,29.43159,-98.547021
KIPP VOYAGE ACADEMY FOR GIRLS,tx,harris,HOUSTON,29.85151,-95.260831
KIPP ZENITH ACADEMY,tx,harris,HOUSTON,29.63853,-95.371231
KIRBY MIDDLE,tx,bexar,SAN ANTONIO,29.46941,-98.387281
KIRBY MIDDLE,tx,wichita,WICHITA FALLS,33.939885,-98.530208
KIRBYVILLE,tx,jasper,KIRBYVILLE,30.65076,-93.89478
KIRBYVILLE EL,tx,jasper,KIRBYVILLE,30.641291,-93.897908
KIRBYVILLE J H,tx,jasper,KIRBYVILLE,30.639806,-93.898312
KIRK EL,tx,harris,HOUSTON,29.849868,-95.59561
KIRKPATRICK EL,tx,tarrant,FORT WORTH,32.804068,-97.361324
KIRKPATRICK MIDDLE,tx,tarrant,FORT WORTH,32.803533,-97.360168
KIRKSEY EL,tx,lipscomb,BOOKER,36.448507,-100.538785
KITTY HAWK MIDDLE,tx,bexar,UNIVERSAL CITY,29.543111,-98.318458
KLEB INT,tx,harris,KLEIN,30.018238,-95.526817
KLEBERG EL,tx,dallas,DALLAS,32.684792,-96.600552
KLEBERG EL,tx,kleberg,KINGSVILLE,27.52518,-97.866997
KLEIN,tx,harris,KLEIN,30.019784,-95.523551
KLEIN ANNEX,tx,harris,KLEIN,30.012459,-95.524741
KLEIN COLLINS,tx,harris,SPRING,30.061406,-95.478787
KLEIN EDUCATION PLACEMENT PROGRA,tx,harris,KLEIN,30.04813,-95.534231
KLEIN FOREST,tx,harris,HOUSTON,29.965824,-95.499545
KLEIN INT,tx,harris,HOUSTON,29.895513,-95.466902
KLEIN OAK,tx,harris,SPRING,30.096835,-95.518429
KLEIN ROAD EL,tx,guadalupe,NEW BRAUNFELS,29.65437,-98.111111
KLEIN SEMS,tx,harris,KLEIN,30.050439,-95.530975
KLENK EL,tx,harris,HOUSTON,29.95667,-95.506188
KLENTZMAN INT,tx,harris,HOUSTON,29.662366,-95.575185
KLINE WHITIS EL,tx,lampasas,LAMPASAS,31.057092,-98.201712
KLONDIKE ISD,tx,dawson,LAMESA,32.529944,-101.948454
KNIPPA SCHOOL,tx,uvalde,KNIPPA,29.299661,-99.634062
KNOWLTON EL,tx,bexar,SAN ANTONIO,29.492867,-98.686731
KNOX CITY,tx,knox,KNOX CITY,33.421011,-99.814856
KNOX CITY EL,tx,knox,KNOX CITY,33.42101,-99.816225
KNOX EARLY CHILDHOOD CAMPUS,tx,bexar,SAN ANTONIO,29.39364,-98.500821
KNOX EL,tx,tarrant,ARLINGTON,32.726236,-97.068753
KNOX J H,tx,montgomery,THE WOODLANDS,30.131086,-95.463832
KNOX WILEY MIDDLE,tx,williamson,LEANDER,30.566651,-97.82054
KOCUREK EL,tx,travis,AUSTIN,30.177985,-97.834894
KOENNECKE EL,tx,guadalupe,SEGUIN,29.559172,-97.940504
KOHFELDT EL,tx,galveston,TEXAS CITY,29.397131,-94.92039
KOHLBERG EL,tx,el paso,EL PASO,31.876816,-106.560826
KOHRVILLE EL,tx,harris,TOMBALL,30.046397,-95.592593
KOLDA EL,tx,nueces,CORPUS CHRISTI,27.657145,-97.364219
KOLTER EL,tx,harris,HOUSTON,29.673754,-95.467492
KOOKEN ED CTR,tx,tarrant,ARLINGTON,32.747867,-97.106566
KOPPERL SCHOOL,tx,bosque,KOPPERL,32.073083,-97.500802
KOSTORYZ EL,tx,nueces,CORPUS CHRISTI,27.720552,-97.407626
KOUNTZE,tx,hardin,KOUNTZE,30.375106,-94.33362
KOUNTZE EL,tx,hardin,KOUNTZE,30.364577,-94.310197
KOUNTZE INT,tx,hardin,KOUNTZE,30.368555,-94.309906
KOUNTZE MIDDLE,tx,hardin,KOUNTZE,30.373994,-94.336934
KRAHN EL,tx,harris,KLEIN,30.013382,-95.559411
KRAUSE EL,tx,washington,BRENHAM,30.158971,-96.371206
KREINHOP EL,tx,harris,SPRING,30.063349,-95.474862
KRESS,tx,swisher,KRESS,34.364827,-101.744375
KRESS EL,tx,swisher,KRESS,34.364827,-101.744375
KRIEWALD RD EL,tx,bexar,SAN ANTONIO,29.389802,-98.695418
KRIMMEL INTERMED,tx,harris,KLEIN,30.075055,-95.530689
KRUEGER EL,tx,bexar,SAN ANTONIO,29.533929,-98.697896
KRUEGER MIDDLE,tx,bexar,SAN ANTONIO,29.501946,-98.408308
KRUM,tx,denton,KRUM,33.264058,-97.226873
KRUM EARLY EDUCATION CENTER,tx,denton,KRUM,33.25827,-97.215351
KRUM MIDDLE,tx,denton,KRUM,33.260327,-97.229086
KRUSE EL,tx,harris,PASADENA,29.707724,-95.210219
KUEHNLE EL,tx,harris,KLEIN,30.039576,-95.504689
KUENTZ EL,tx,bexar,HELOTES,29.55977,-98.681021
KUJAWA EC/PRE-K CENTER,tx,harris,HOUSTON,29.924705,-95.500894
KUJAWA EL,tx,harris,HOUSTON,29.923397,-95.493101
KURTH PRI,tx,angelina,LUFKIN,31.322756,-94.719404
KYLE EL,tx,hays,KYLE,29.991501,-97.880053
L A GILILLAND EL,tx,tarrant,FORT WORTH,32.855258,-97.338105
L B J EL,tx,hidalgo,ELSA,26.292067,-97.988644
L B JOHNSON EL,tx,ector,ODESSA,31.890427,-102.306245
L B JOHNSON EL,tx,bexar,SAN ANTONIO,29.434971,-98.590309
L B JOHNSON EL,tx,hidalgo,EDINBURG,26.296606,-98.180847
L C Y C,tx,lubbock,LUBBOCK,33.61977,-101.873791
L E CLAYBON EL,tx,kaufman,FORNEY,32.732881,-96.465415
L E MONAHAN EL,tx,harris,HOUSTON,29.855335,-95.203919
L F SMITH ELEMENTARY,tx,harris,SO HOUSTON,29.667852,-95.213683
L G ALARCON EL,tx,el paso,SAN ELIZARIO,31.586306,-106.271104
L G PINKSTON,tx,dallas,DALLAS,32.781423,-96.858555
L ISD J J A E P,tx,dallas,LANCASTER,32.58815,-96.755191
L L HOTCHKISS EL,tx,dallas,DALLAS,32.858671,-96.740479
L O DONALD EL,tx,dallas,DALLAS,32.73252,-96.887213
L P WATERS EARLY CHILDHOOD CENTE,tx,hunt,GREENVILLE,33.139982,-96.133653
L V STOCKARD MIDDLE,tx,dallas,DALLAS,32.722066,-96.868399
LA ACADEMIA DE ESTRELLAS,tx,dallas,DALLAS,32.705663,-96.900594
LA AMISTAD LOVE & LEARNING ACADE,tx,harris,HOUSTON,29.66581,-95.570941
LA AMISTAD LOVE & LEARNING ACADE,tx,fort bend,MISSOURI CITY,29.60183,-95.504201
LA AMISTAD LOVE & LEARNING ACADE,tx,harris,HOUSTON,29.70106,-95.651241
LA ENCANTADA EL,tx,cameron,SAN BENITO,26.029768,-97.628379
LA FE PREPARATORY SCHOOL,tx,el paso,EL PASO,31.753673,-106.4817
LA FERIA,tx,cameron,LA FERIA,26.16457,-97.82841
LA FERIA ACADEMY,tx,cameron,LA FERIA,26.152909,-97.823978
LA GLORIA EL,tx,jim wells,FALFURRIAS,27.28899,-98.129421
LA GRANGE,tx,fayette,LA GRANGE,29.901872,-96.865098
LA GRANGE MIDDLE,tx,fayette,LA GRANGE,29.90754,-96.871359
LA JOYA,tx,hidalgo,LA JOYA,26.252828,-98.471061
LA JOYA PALMVIEW,tx,hidalgo,MISSION,26.258791,-98.357771
LA MARQUE,tx,galveston,LA MARQUE,29.374715,-94.995657
LA MARQUE EDUCATIONAL ALTERNATIV,tx,galveston,LA MARQUE,29.374715,-94.995657
LA MARQUE EL,tx,galveston,LA MARQUE,29.36654,-94.970671
LA MARQUE EL,tx,galveston,LA MARQUE,29.37052,-94.991481
LA MARQUE INT,tx,galveston,LA MARQUE,29.36654,-94.970671
LA MARQUE J H SCHOOL,tx,galveston,LA MARQUE,29.374715,-94.995657
LA MARQUE MIDDLE,tx,galveston,LA MARQUE,29.36654,-94.970671
LA MARQUE PRI,tx,galveston,LA MARQUE,29.3778,-94.980331
LA MESA EL,tx,hale,PLAINVIEW,34.172118,-101.742229
LA PALOMA EL,tx,cameron,SAN BENITO,26.05081,-97.666721
LA PORTE,tx,harris,LA PORTE,29.654727,-95.014766
LA PORTE EL,tx,harris,LA PORTE,29.65718,-95.018024
LA PORTE J H,tx,harris,LA PORTE,29.661137,-95.018623
LA PRYOR,tx,zavala,LA PRYOR,28.944951,-99.843145
LA PRYOR EL,tx,zavala,LA PRYOR,28.945535,-99.841444
LA UNION EL,tx,starr,GARCIASVILLE,26.340132,-98.708085
LA VEGA,tx,mclennan,WACO,31.60231,-97.09929
LA VEGA EL,tx,mclennan,WACO,31.597132,-97.105952
LA VEGA INT H P MILES CAMPUS,tx,mclennan,WACO,31.593513,-97.084277
LA VEGA J H GEORGE DIXON CAMPUS,tx,mclennan,WACO,31.580228,-97.078348
LA VEGA PRI,tx,mclennan,WACO,31.601364,-97.08422
LA VERNIA,tx,wilson,LA VERNIA,29.351514,-98.123041
LA VERNIA INT,tx,wilson,LA VERNIA,29.35323,-98.127491
LA VERNIA J H,tx,wilson,LA VERNIA,29.35268,-98.123331
LA VERNIA PRI,tx,wilson,LA VERNIA,29.353908,-98.131303
LA VILLA EARLY COLLEGE,tx,hidalgo,LA VILLA,26.295258,-97.931979
LA VILLA J J A E P,tx,hidalgo,LA VILLA,26.296487,-97.925533
LA VILLA MIDDLE,tx,hidalgo,LA VILLA,26.296487,-97.925533
LA VILLITA EL,tx,dallas,IRVING,32.902979,-96.936873
LA VILLITA MIDDLE,tx,dallas,CARROLLTON,32.957744,-96.89557
LABAY MIDDLE,tx,harris,HOUSTON,29.896182,-95.642667
LACKLAND EL,tx,bexar,SAN ANTONIO,29.3901,-98.6159
LACOSTE EL,tx,medina,LACOSTE,29.311547,-98.816798
LACY ELEMENTARY,tx,collin,PRINCETON,33.183462,-96.499649
LADY BIRD JOHNSON MIDDLE,tx,dallas,IRVING,32.83069,-96.996911
LAGO VISTA,tx,travis,LAGO VISTA,30.44083,-97.97971
LAGO VISTA EL,tx,travis,LAGO VISTA,30.452981,-97.982403
LAGO VISTA MIDDLE,tx,travis,LAGO VISTA,30.479452,-97.977328
LAGOS EL,tx,travis,MANOR,30.332421,-97.561217
LAKE AIR MONTESSORI SCHOOL,tx,mclennan,WACO,31.54646,-97.193061
LAKE BELTON MIDDLE,tx,bell,TEMPLE,31.114322,-97.437783
LAKE DALLAS,tx,denton,CORINTH,33.132925,-97.061984
LAKE DALLAS EL,tx,denton,LAKE DALLAS,33.120021,-97.024524
LAKE DALLAS MIDDLE,tx,denton,LAKE DALLAS,33.123037,-97.025794
LAKE HIGHLANDS,tx,dallas,DALLAS,32.887003,-96.72728
LAKE HIGHLANDS EL,tx,dallas,DALLAS,32.876282,-96.709242
LAKE HIGHLANDS FRESHMAN CENTER,tx,dallas,DALLAS,32.888427,-96.728491
LAKE HIGHLANDS J H,tx,dallas,DALLAS,32.879895,-96.708089
LAKE JACKSON INT,tx,brazoria,LAKE JACKSON,29.044181,-95.446722
LAKE OLYMPIA MIDDLE,tx,fort bend,MISSOURI CITY,29.558317,-95.553042
LAKE POINTE EL,tx,tarrant,FORT WORTH,32.88574,-97.408641
LAKE POINTE EL,tx,travis,AUSTIN,30.309468,-97.920704
LAKE TRAVIS,tx,travis,AUSTIN,30.327406,-97.969977
LAKE TRAVIS EL,tx,travis,AUSTIN,30.370425,-97.944584
LAKE TRAVIS MIDDLE,tx,travis,SPICEWOOD,30.33775,-98.031101
LAKE VIEW,tx,tom green,SAN ANGELO,31.504509,-100.443978
LAKE WORTH,tx,tarrant,LAKE WORTH,32.820221,-97.416781
LAKELAND EL,tx,harris,HUMBLE,29.989952,-95.252618
LAKELAND ELEMENTARY,tx,denton,LEWISVILLE,33.034253,-97.009105
LAKERIDGE EL,tx,dallas,CEDAR HILL,32.569196,-97.005099
LAKESHORE EL,tx,harris,HOUSTON,29.962057,-95.170453
LAKESIDE EL,tx,dallas,COPPELL,32.972378,-96.958862
LAKESIDE MIDDLE,tx,denton,LITTLE ELM,33.151536,-96.941887
LAKEVIEW CENTENNIAL,tx,dallas,GARLAND,32.856832,-96.576284
LAKEVIEW EL,tx,randall,AMARILLO,35.057056,-101.909093
LAKEVIEW EL,tx,fort bend,SUGAR LAND,29.624848,-95.628701
LAKEVIEW EL,tx,denton,LITTLE ELM,33.149202,-96.946564
LAKEVIEW EL,tx,henderson,GUN BARREL CITY,32.335833,-96.144335
LAKEVIEW EL,tx,denton,ROANOKE,33.003322,-97.210561
LAKEVIEW MIDDLE,tx,denton,THE COLONY,33.097327,-96.901486
LAKEWAY EL,tx,travis,AUSTIN,30.352909,-97.976031
LAKEWOOD EL,tx,bell,BELTON,31.12908,-97.461628
LAKEWOOD EL,tx,dallas,DALLAS,32.826005,-96.744013
LAKEWOOD EL,tx,tarrant,EULESS,32.86014,-97.094224
LAKEWOOD EL,tx,harris,TOMBALL,30.002036,-95.597241
LAMAR,tx,tarrant,ARLINGTON,32.762262,-97.125151
LAMAR,tx,harris,HOUSTON,29.740249,-95.426211
LAMAR ACADEMY,tx,hidalgo,MCALLEN,26.21308,-98.228987
LAMAR BRUNI VERGARA MIDDLE,tx,webb,LAREDO,27.430118,-99.45734
LAMAR CONS,tx,fort bend,ROSENBERG,29.560382,-95.77922
LAMAR COUNTY HEAD START,tx,lamar,PARIS,33.67366,-95.550507
LAMAR DELTA ALTER,tx,lamar,PARIS,33.691702,-95.54213
LAMAR EARLY EE-KG,tx,ector,ODESSA,31.853682,-102.359511
LAMAR EL,tx,randall,AMARILLO,35.173926,-101.853893
LAMAR EL,tx,montgomery,THE WOODLANDS,30.154496,-95.45548
LAMAR EL,tx,grayson,DENISON,33.746082,-96.52869
LAMAR EL,tx,el paso,EL PASO,31.776455,-106.483052
LAMAR EL,tx,harris,BAYTOWN,29.739518,-94.969648
LAMAR EL,tx,hunt,GREENVILLE,33.107131,-96.088205
LAMAR EL,tx,cameron,HARLINGEN,26.18225,-97.710729
LAMAR EL,tx,midland,MIDLAND,31.99059,-102.113339
LAMAR EL,tx,palo pinto,MINERAL WELLS,32.799333,-98.091945
LAMAR EL,tx,comal,NEW BRAUNFELS,29.712988,-98.117694
LAMAR EL,tx,gray,PAMPA,35.519521,-100.976797
LAMAR EL,tx,tom green,SAN ANGELO,31.404006,-100.5011
LAMAR EL,tx,bexar,SAN ANTONIO,29.45925,-98.465537
LAMAR EL,tx,val verde,DEL RIO,29.360752,-100.884647
LAMAR EL,tx,hopkins,SULPHUR SPRINGS,33.14643,-95.600344
LAMAR EL,tx,wichita,WICHITA FALLS,33.891793,-98.464814
LAMAR J H,tx,fort bend,ROSENBERG,29.560568,-95.777135
LAMAR M S,tx,travis,AUSTIN,30.337669000000002,-97.740384
LAMAR MIDDLE,tx,dallas,IRVING,32.812976,-96.98235
LAMAR MIDDLE,tx,webb,LAREDO,27.511969,-99.470028
LAMAR MIDDLE,tx,denton,FLOWER MOUND,33.053321,-97.053958
LAMAR MIDDLE,tx,bell,TEMPLE,31.116211,-97.335381
LAMESA,tx,dawson,LAMESA,32.745624,-101.958995
LAMESA DAEP,tx,dawson,LAMESA,32.743867,-101.959957
LAMESA MIDDLE,tx,dawson,LAMESA,32.730728,-101.962106
LAMESA SUCCESS ACADEMY,tx,dawson,LAMESA,32.730312,-101.960471
LAMKIN ELEMENTARY,tx,harris,CYPRESS,29.94444,-95.649677
LAMPASAS,tx,lampasas,LAMPASAS,31.0417,-98.181691
LAMPASAS MIDDLE,tx,lampasas,LAMPASAS,31.05942,-98.182781
LANCASTER,tx,dallas,LANCASTER,32.617371,-96.762864
LANCASTER EL,tx,dallas,LANCASTER,32.588454,-96.779377
LANCASTER EL,tx,el paso,EL PASO,31.696044,-106.313179
LANCASTER MIDDLE,tx,dallas,LANCASTER,32.604051,-96.772005
LANDERGIN EL,tx,randall,AMARILLO,35.179416,-101.839133
LANDIS EL,tx,harris,HOUSTON,29.685592,-95.56182
LANDRUM EL,tx,cameron,SAN BENITO,26.126307,-97.631369
LANDRUM MIDDLE,tx,harris,HOUSTON,29.814349,-95.492821
LANDRY EL,tx,dallas,IRVING,32.930994,-96.948022
LANE SCHOOL,tx,harris,HOUSTON,29.931359,-95.355979
LANEVILLE SCHOOL,tx,rusk,LANEVILLE,31.974026,-94.81651
LANGFORD EL,tx,travis,AUSTIN,30.182292,-97.76349
LANGHAM CREEK,tx,harris,HOUSTON,29.881564,-95.677156
LANGHAM EL,tx,jefferson,NEDERLAND,29.978469,-93.995536
LANGLEY EL,tx,bexar,SAN ANTONIO,29.425629,-98.777473
LANGUAGE DEVELOPMENT CENTER,tx,maverick,EAGLE PASS,28.698785,-100.4744
LANIER,tx,travis,AUSTIN,30.360598,-97.708042
LANIER,tx,bexar,SAN ANTONIO,29.422645,-98.514094
LANIER MIDDLE,tx,harris,HOUSTON,29.741951,-95.405806
LANSBERRY EL,tx,trinity,TRINITY,30.940736,-95.378178
LANTERN LANE EL,tx,fort bend,MISSOURI CITY,29.57101,-95.528645
LANTRIP EL,tx,harris,HOUSTON,29.740187,-95.335041
LAPOYNOR,tx,henderson,LARUE,32.09755,-95.639474
LAPOYNOR EL,tx,henderson,LARUE,32.09755,-95.639474
LAPOYNOR J H,tx,henderson,LARUE,32.09755,-95.639474
LARKSPUR EL,tx,bexar,SAN ANTONIO,29.54264,-98.52262
LARRY D GUINN SPECIAL PROGRAMS C,tx,collin,PLANO,33.07277,-96.738472
LARRY G SMITH EL,tx,dallas,MESQUTE,32.833282,-96.659126
LARSON EL,tx,tarrant,GRAND PRAIRIE,32.772045,-97.044379
LARUE MILLER EL,tx,ellis,MIDLOTHIAN,32.45198,-96.968621
LAS AMERICAS,tx,harris,HOUSTON,29.704722,-95.497979
LAS COLINAS EL,tx,dallas,IRVING,32.915834,-96.978925
LAS LOMAS EL,tx,bexar,SAN ANTONIO,29.629884,-98.482404
LAS PALMAS EL,tx,bexar,SAN ANTONIO,29.4208,-98.548071
LAS YESCAS EL,tx,cameron,SAN BENITO,26.217784,-97.506538
LASA,tx,travis,AUSTIN,30.313447,-97.656608
LASARA,tx,willacy,LASARA,26.46347,-97.90767
LASARA EL,tx,willacy,LASARA,26.463556,-97.907574
LASATER EL,tx,brooks,FALFURRIAS,27.22299,-98.145946
LATEXO,tx,houston,LATEXO,31.394522,-95.472877
LATEXO EL,tx,houston,LATEXO,31.394522,-95.472877
LAURA B NEGLEY EL,tx,hays,KYLE,30.010893,-97.883774
LAURA B WALLACE MIDDLE,tx,hays,KYLE,29.991567,-97.88983
LAURA INGALLS WILDER,tx,brazoria,PEARLAND,29.571544,-95.41674
LAURA INGALLS WILDER INT,tx,guadalupe,SCHERTZ,29.583347,-98.277847
LAURA REEVES EL,tx,hardin,SILSBEE,30.345505,-94.18642
LAURA WELCH BUSH EL,tx,travis,AUSTIN,30.36607,-97.900333
LAURA WELCH BUSH EL,tx,harris,HOUSTON,29.616068,-95.252693
LAUREL MOUNTAIN EL,tx,travis,AUSTIN,30.413758,-97.780755
LAUREL RIDGE,tx,bexar,SAN ANTONIO,29.60322,-98.438191
LAURELES EL,tx,cameron,SAN BENITO,26.112319,-97.518644
LAURENZO EARLY CHILDHOOD CTR,tx,harris,HOUSTON,29.746417,-95.319786
LAURO CAVAZOS EL,tx,ector,ODESSA,31.829778,-102.478984
LAVACE STEWART EL,tx,galveston,KEMAH,29.54095,-95.0248
LAW EL,tx,harris,HOUSTON,29.62748,-95.36332
LAW ENFCMT-CRIM JUST,tx,harris,HOUSTON,29.764729,-95.408332
LAWN EL,tx,taylor,LAWN,32.13753,-99.748001
LAWNDALE EL,tx,potter,AMARILLO,35.187308,-101.806969
LAWRENCE E ELKINS,tx,fort bend,MISSOURI CITY,29.545396,-95.558167
LAWRENCE EL,tx,dallas,MESQUITE,32.816741,-96.647712
LAZBUDDIE SCHOOL,tx,parmer,LAZBUDDIE,34.395007,-102.61201
LBJ HIGH SCHOOL,tx,travis,AUSTIN,30.313221,-97.656643
LE BARRON PARK EL,tx,el paso,EL PASO,31.695995,-106.301389
LE NOIR EL,tx,hidalgo,DONNA,26.175427,-98.052638
LEAD ACADEMY,tx,gregg,LONGVIEW,32.497481,-94.73224
LEADERSHIP ACADEMY,tx,harris,KATY,29.897606,-95.819085
LEADERSHIP ACADEMY,tx,travis,AUSTIN,30.236115,-97.754447
LEADERSHIP PREP SCHOOL,tx,denton,FRISCO,33.1493,-96.862421
LEAGUE CITY EL,tx,galveston,LEAGUE CITY,29.509496,-95.087555
LEAGUE CITY INT,tx,galveston,LEAGUE CITY,29.510118,-95.065455
LEAKEY SCHOOL,tx,real,LEAKEY,29.730242,-99.761944
LEAL EL,tx,hidalgo,MISSION,26.203763,-98.344836
LEANDER,tx,williamson,LEANDER,30.537572,-97.851136
LEANDER MIDDLE,tx,williamson,LEANDER,30.573231,-97.852851
LEARNING ALTERNATIVE CENTER FOR,tx,dallas,DALLAS,32.6924,-96.826131
LEARNING CTR,tx,denton,LEWISVILLE,33.025706,-97.009541
LEARY EL,tx,bowie,TEXARKANA,33.46043,-94.20889
LEBANON TRAIL,tx,collin,FRISCO,33.121073,-96.798522
LEE,tx,harris,BAYTOWN,29.730882,-94.986478
LEE,tx,harris,HOUSTON,29.729703,-95.49997
LEE,tx,midland,MIDLAND,32.011914,-102.129027
LEE,tx,bexar,SAN ANTONIO,29.507518,-98.515972
LEE A MCSHAN JR EL,tx,dallas,DALLAS,32.887683,-96.761643
LEE BUICE EL,tx,ector,ODESSA,31.938736,-102.37589
LEE EL,tx,taylor,ABILENE,32.462931,-99.779775
LEE EL,tx,potter,AMARILLO,35.229689,-101.832988
LEE EL,tx,travis,AUSTIN,30.293424,-97.727387
LEE EL,tx,harris,HOUSTON,29.864304,-95.602818
LEE EL,tx,denton,DENTON,33.219916,-97.10509
LEE EL,tx,hidalgo,EDINBURG,26.297228,-98.176145
LEE EL,tx,el paso,EL PASO,31.850554,-106.425357
LEE EL,tx,dallas,IRVING,32.853501,-96.966196
LEE EL,tx,jefferson,PORT ARTHUR,29.90644,-93.910826
LEE FRESHMAN,tx,midland,MIDLAND,32.025355,-102.06556
LEE H MEANS EL,tx,cameron,HARLINGEN,26.169661,-97.675798
LEE MIDDLE,tx,tom green,SAN ANGELO,31.45117,-100.470524
LEFORS SCHOOL,tx,gray,LEFORS,35.439807,-100.804764
LEGACY EL,tx,lubbock,LUBBOCK,33.612352,-101.95463
LEGACY MIDDLE,tx,bexar,SAN ANTONIO,29.36658,-98.399212
LEGACY PREPARATORY CHARTER ACADE,tx,dallas,DALLAS,32.769967,-96.684287
LEGACY PREPARATORY CHARTER ACADE,tx,collin,PLANO,33.00727,-96.711241
LEGACY PREPARATORY CHARTER ACADE,tx,dallas,MESQUITE,32.76934,-96.642401
LEGACY RANCH,tx,gonzales,GONZALES,29.635591,-97.581112
LEGENDS PROPERTY,tx,denton,FLOWER MOUND,33.026597,-97.01787
LEGGETT,tx,polk,LEGGETT,30.816335,-94.867259
LEGGETT EL,tx,polk,LEGGETT,30.816335,-94.867758
LEHMAN,tx,hays,KYLE,29.9952,-97.84763
LEILA P COWART EL,tx,dallas,DALLAS,32.72793,-96.86986
LELAND E EDGE MIDDLE,tx,collin,NEVADA,33.06351,-96.365756
LEMM EL,tx,harris,SPRING,30.040557,-95.438099
LENORE KIRK HALL EL,tx,dallas,DALLAS,32.722316,-96.881416
LEO J LEO EL,tx,hidalgo,MISSION,26.232023,-98.38939
LEO RIZZUTO EL,tx,harris,LA PORTE,29.663068,-95.06939
LEON,tx,leon,JEWETT,31.320472,-96.205401
LEON EL,tx,leon,JEWETT,31.320472,-96.205401
LEON H SABLATURA MIDDLE,tx,brazoria,PEARLAND,29.566796,-95.281202
LEON HEIGHTS EL,tx,bell,BELTON,31.071008,-97.457229
LEON J H,tx,leon,JEWETT,31.320472,-96.205401
LEON SPRINGS EL,tx,bexar,SAN ANTONIO,29.663132,-98.628838
LEON TAYLOR J H,tx,san patricio,INGLESIDE,27.87601,-97.217294
LEON VALLEY EL,tx,bexar,SAN ANTONIO,29.502721,-98.623346
LEONARD,tx,fannin,LEONARD,33.389957,-96.241894
LEONARD EL,tx,fannin,LEONARD,33.388292,-96.244345
LEONARD EVANS JR MIDDLE,tx,collin,MCKINNEY,33.175366,-96.707802
LEONARD INT,tx,fannin,LEONARD,33.388861,-96.240967
LEONARD J H,tx,fannin,LEONARD,33.389345,-96.242335
LEONARD MIDDLE,tx,tarrant,FORT WORTH,32.71782,-97.47057
LEONIDES GONZALEZ CIGARROA MD EL,tx,dallas,DALLAS,32.880205,-96.864864
LESLIE A STEMMONS EL,tx,dallas,DALLAS,32.716018,-96.900677
LESTER DAVIS,tx,denton,DENTON,33.2182,-97.118508
LETA HORN SMITH,tx,collin,PRINCETON,33.188615,-96.525592
LETOT CAMPUS,tx,dallas,DALLAS,32.86752,-96.880791
LEVELLAND,tx,hockley,LEVELLAND,33.58374,-102.349732
LEVELLAND ACADEMIC BEGINNINGS CE,tx,hockley,LEVELLAND,33.599831,-102.33979
LEVELLAND INT,tx,hockley,LEVELLAND,33.582162,-102.3733
LEVELLAND MIDDLE,tx,hockley,LEVELLAND,33.599286,-102.34603
LEVERETTS CHAPEL,tx,rusk,OVERTON,32.31252,-94.921296
LEVERETTS CHAPEL EL,tx,rusk,OVERTON,32.31252,-94.921296
LEVERETTS CHAPEL J H,tx,rusk,OVERTON,32.31252,-94.921296
LEWIS EL,tx,kaufman,FORNEY,32.798133,-96.477905
LEWIS EL,tx,harris,HOUSTON,29.662786,-95.283353
LEWIS EL,tx,bexar,SAN ANTONIO,29.441977,-98.698451
LEWIS MIDDLE,tx,harris,HOUSTON,30.01728,-95.410031
LEWISVILLE,tx,denton,LEWISVILLE,33.040892,-97.020051
LEWISVILLE EL,tx,denton,LEWISVILLE,33.022256,-96.997511
LEWISVILLE H S BEN HARMON CAMPUS,tx,denton,LEWISVILLE,33.008036,-97.024071
LEWISVILLE H S C DOUGLAS KILLOUG,tx,denton,LEWISVILLE,33.061414,-97.018731
LEXINGTON CREEK EL,tx,fort bend,MISSOURI CITY,29.589451,-95.580507
LEXINGTON ELEMENTARY SCHOOL,tx,lee,LEXINGTON,30.418122,-97.008541
LEXINGTON HIGH SCHOOL,tx,lee,LEXINGTON,30.414423,-97.004881
LEXINGTON MIDDLE,tx,lee,LEXINGTON,30.415204,-97.005362
LEYENDECKER EL,tx,webb,LAREDO,27.52118,-99.508751
LIBBY EL,tx,panola,CARTHAGE,32.162096,-94.349991
LIBERTY,tx,collin,FRISCO,33.137867,-96.741446
LIBERTY,tx,harris,HOUSTON,29.729557,-95.499565
LIBERTY,tx,liberty,LIBERTY,30.074786,-94.787879
LIBERTY-EYLAU,tx,bowie,TEXARKANA,33.391517,-94.0907
LIBERTY-EYLAU C K BENDER EL CAMP,tx,bowie,TEXARKANA,33.396461,-94.065639
LIBERTY-EYLAU MIDDLE,tx,bowie,TEXARKANA,33.368842,-94.090329
LIBERTY-EYLAU PRE-K CENTER GRAND,tx,bowie,TEXARKANA,33.405797,-94.079801
LIBERTY-EYLAU PRI,tx,bowie,TEXARKANA,33.37981,-94.117537
