school,county,city,lat,lon
ATHLOS LEADERSHIP ACADEMY,bexar,SAN ANTONIO,29.371302,-98.406222
ATKINS MIDDLE,lubbock,LUBBOCK,33.543373,-101.86066
ATKINSON EL,harris,HOUSTON,29.60862,-95.2398
ATLANTA,cass,ATLANTA,33.122117,-94.145746
ATLANTA EL,cass,ATLANTA,33.11819,-94.149997
ATLANTA MIDDLE,cass,ATLANTA,33.107902,-94.178463
ATLANTA PRI,cass,ATLANTA,33.118817,-94.146552
ATTUCKS MIDDLE,harris,HOUSTON,29.668966,-95.363625
ATWOOD MCDONALD EL,tarrant,FORT WORTH,32.751914,-97.207937
AUBREY,denton,AUBREY,33.297756,-96.980578
AUBREY MIDDLE,denton,AUBREY,33.304463,-96.995984000000007
AUDELIA CREEK EL,dallas,DALLAS,32.91966,-96.715588
AUDIE MURPHY MIDDLE,coryell,FORT HOOD,31.1474,-97.835181
AUDIE MURPHY MIDDLE,hidalgo,ALAMO,26.209993,-98.115697
AUDRE AND BERNARD RAPOPORT ACADE,mclennan,WACO,31.582112,-97.134808
AUE EL,bexar,SAN ANTONIO,29.672767,-98.646962
AUGUSTO GUERRA EL,hidalgo,ALAMO,26.201606,-98.115269
AULT EL,harris,CYPRESS,29.998038,-95.744474
AUSTIN,travis,AUSTIN,30.274013,-97.767439
AUSTIN,el paso,EL PASO,31.798529,-106.451036
AUSTIN,harris,HOUSTON,29.732475,-95.332135
AUSTIN ACAD FOR EXCELL,dallas,GARLAND,32.897667,-96.6161
AUSTIN ACADEMY,bexar,SAN ANTONIO,29.435856,-98.49903
AUSTIN ACHIEVE PUBLIC SCHOOLS,travis,AUSTIN,30.30766,-97.680491
AUSTIN CAN ACADEMY,travis,AUSTIN,30.27214,-97.709121
AUSTIN DISCOVERY SCH,travis,AUSTIN,30.270744,-97.633763
AUSTIN EL,taylor,ABILENE,32.42045,-99.773486
AUSTIN EL,montgomery,CONROE,30.33295,-95.34038
AUSTIN EL,dallas,COPPELL,32.965954,-96.978157
AUSTIN EL,liberty,DAYTON,30.038209,-94.887127
AUSTIN EL,ellis,ENNIS,32.337911,-96.648016
AUSTIN EL,san patricio,GREGORY,27.925685,-97.287295
AUSTIN EL,cameron,HARLINGEN,26.20149,-97.688467
AUSTIN EL,hall,MEMPHIS,34.720363999999996,-100.541644
AUSTIN EL,dallas,MESQUITE,32.805975,-96.605013
AUSTIN EL,gray,PAMPA,35.557133,-100.962403
AUSTIN EL,reeves,PECOS,31.406874,-103.508639
AUSTIN EL,tom green,SAN ANGELO,31.461409,-100.464466
AUSTIN EL,parker,WEATHERFORD,32.734463,-97.783781
AUSTIN ELEM,hidalgo,EDINBURG,26.302203,-98.151069
AUSTIN ISD CHILD DEVELOPMENT CEN,travis,AUSTIN,30.27207,-97.756051
AUSTIN MIDDLE,potter,AMARILLO,35.186275,-101.859949
AUSTIN MIDDLE,galveston,GALVESTON,29.297796,-94.781825
AUSTIN MIDDLE,dallas,IRVING,32.823028,-96.936557
AUSTIN MIDDLE,hidalgo,SAN JUAN,26.183817,-98.148838
AUSTIN MONTESSORI MAGNET,ector,ODESSA,31.851659,-102.373909
AUSTIN OAKS,travis,AUSTIN,30.21163,-97.791751
AUSTIN PARKWAY EL,fort bend,SUGAR LAND,29.575402,-95.583164
AUSTIN ST HOSPITAL,travis,AUSTIN,30.27207,-97.756051
AUSTWELL-TIVOLI,refugio,TIVOLI,28.456988,-96.891217
AUSTWELL-TIVOLI EL,refugio,TIVOLI,28.457229,-96.891095000000007
AVALON SCHOOL,ellis,AVALON,32.205435,-96.792308
AVERY,red river,AVERY,33.552444,-94.786687
AVERY EL,red river,AVERY,33.552444,-94.786687
AVERY MIDDLE,red river,AVERY,33.552444,-94.786687
AVINGER SCHOOL,cass,AVINGER,32.902335,-94.561989
AVONDALE EL,potter,AMARILLO,35.199064,-101.893843
AW BROWN-F L A INT CAMPUS,dallas,DALLAS,32.677822,-96.882147
AXTELL,mclennan,AXTELL,31.653274,-96.97415
AXTELL BRUCEVILLE-EDDY LEARNING,mclennan,AXTELL,31.658778,-96.973347
AXTELL EL,mclennan,AXTELL,31.65895,-96.974091
AXTELL MIDDLE SCHOOL,mclennan,AXTELL,31.65877,-96.973346
AXTELL/BRUCEVILLE-EDDY LEARNING,mclennan,WACO,31.538877,-97.150678
AXTELL/BRUCEVILLE-EDDY LEARNING,mclennan,WACO,31.538876,-97.150676
AZLE,tarrant,AZLE,32.914211,-97.540027
AZLE EL,tarrant,AZLE,32.89417,-97.54268
AZLE HORNET ACADEMY,tarrant,AZLE,32.91323,-97.540011
AZLE J H SOUTH,tarrant,AZLE,32.892255,-97.530381
AZLEWAY - BIG SANDY,upshur,BIG SANDY,32.57023,-95.075701
AZLEWAY - CHAPEL HILL,smith,TYLER,32.346779,-95.145486
AZLEWAY - WILLOW BEND,smith,TYLER,32.346485,-95.33253
B B OWEN EL,denton,THE COLONY,33.106515,-96.867017
B F TERRY,fort bend,ROSENBERG,29.544394,-95.773537
B G HUDSON MIDDLE,dallas,SACHSE,32.959025,-96.581342
B H HAMBLEN EL,harris,CHANNELVIEW,29.794077,-95.142254
B H MACON EL,dallas,DALLAS,32.722778,-96.673253
B L GARZA MIDDLE SCHOOL,hidalgo,EDINBURG,26.295202,-98.204224
B L GRAY J H,hidalgo,MISSION,26.162313,-98.30221
B MCDANIEL INT,grayson,DENISON,33.754083,-96.581226
B T WILSON SIXTH GRADE SCHOOL,kerr,KERRVILLE,30.045901,-99.13303
BACHMAN LAKE AREA EL,dallas,DALLAS,32.797333,-96.786775
BACK EL,dallas,ROWLETT,32.925476,-96.573299
BAGDAD EL,williamson,LEANDER,30.579304,-97.879429
BAILEY EL,harris,PASADENA,29.671767,-95.196831
BAILEY INGLISH,fannin,BONHAM,33.58278,-96.177791
BAILEY INT,lamar,PARIS,33.691702,-95.54213
BAILEY J H,tarrant,ARLINGTON,32.718681,-97.14763
BAILEY M S,travis,AUSTIN,30.16443,-97.872317
BAIRD,callahan,BAIRD,32.398557,-99.399674
BAIRD EL,callahan,BAIRD,32.398653,-99.398235
BAIRD MIDDLE,callahan,BAIRD,32.398653,-99.398235
BAKER-KOONCE INT,panola,CARTHAGE,32.159787,-94.343431
BAKER-RIPLEY CHARTER SCHOOL,harris,HOUSTON,29.708772,-95.49684
BAKER 6TH GRADE CAMPUS,harris,LA PORTE,29.664323,-95.084955
BAKER EL,hemphill,CANADIAN,35.90749,-100.382909
BAKER MIDDLE,nueces,CORPUS CHRISTI,27.74319,-97.39815
BALCH SPRINGS MIDDLE,dallas,BALCH SPRINGS,32.72497,-96.636917
BALDWIN EL,travis,AUSTIN,30.18533,-97.922011
BALL,galveston,GALVESTON,29.287012,-94.811274
BALL EARLY CHILDHOOD CENTER,guadalupe,SEGUIN,29.57607,-97.9719
BALLINGER,runnels,BALLINGER,31.750912,-99.974986
BALLINGER EL,runnels,BALLINGER,31.7466,-99.962594
BALLINGER J H,runnels,BALLINGER,31.75098,-99.97496
BALMORHEA SCHOOL,reeves,BALMORHEA,30.983132,-103.74618100000001
BAMMEL EL,harris,HOUSTON,30.021728,-95.448171
BAMMEL MIDDLE,harris,HOUSTON,30.003115,-95.444149
BANDERA,bandera,BANDERA,29.733238,-99.061605
BANDERA MIDDLE,bandera,BANDERA,29.726081,-99.076299
BANE EL,harris,HOUSTON,29.853407,-95.527453
BANG EL,harris,HOUSTON,29.902389,-95.573333
BANGS,brown,BANGS,31.718323,-99.131206
BANGS MIDDLE,brown,BANGS,31.718323,-99.131206
BANQUETE,nueces,BANQUETE,27.808016,-97.791141
BANQUETE EL,nueces,BANQUETE,27.80645,-97.79539
BANQUETE J H,nueces,BANQUETE,27.805366,-97.795933
BANQUETE JJAEP,nueces,CORPUS CHRISTI,27.796,-97.39892
BANUELOS EL,harris,BAYTOWN,29.811349,-94.987323
BARACK OBAMA MALE LEADERSHIP ACA,dallas,DALLAS,32.6918,-96.790061
BARANOFF EL,travis,AUSTIN,30.15406,-97.85202
BARBARA BUSH EL,dallas,GRAND PRAIRIE,32.702443,-96.996977
BARBARA CARDWELL CAREER PREPARAT,dallas,IRVING,32.821821,-96.945387
BARBARA COCKRELL EL,brazoria,PEARLAND,29.581547,-95.27612
BARBARA CULVER JUVENILE DETENTIO,midland,MIDLAND,32.037419,-102.07698
BARBARA FASKEN EL,midland,MIDLAND,32.043819,-102.173067
BARBARA FASKEN EL,webb,LAREDO,27.5958,-99.519961
BARBARA JORDAN EL,dallas,DALLAS,32.706298,-96.841106
BARBARA JORDAN EL,ector,ODESSA,31.947811,-102.39688
BARBARA JORDAN EL,fort bend,RICHMOND,29.699516,-95.694905
BARBARA JORDAN INT,guadalupe,CIBOLO,29.575543,-98.25152
BARBARA M MANNS EDUCATION CENTER,dallas,DALLAS,32.704258,-96.822989
BARBARA WALKER EL,kaufman,HEARTLAND,32.691238,-96.452395
BARBARA YARBROUGH EL,midland,MIDLAND,31.984516,-102.162789
BARBERS HILL,chambers,MONT BELVIEU,29.837997,-94.851338
BARBERS HILL EL NORTH,chambers,MONT BELVIEU,29.844095,-94.837704
BARBERS HILL EL SOUTH,chambers,MONT BELVIEU,29.834114,-94.844898
BARBERS HILL KINDERGARTEN CENTER,chambers,MONT BELVIEU,29.837776,-94.851187
BARBERS HILL MIDDLE NORTH,chambers,MONT BELVIEU,29.837776,-94.851187
BARBERS HILL MIDDLE SOUTH,chambers,MONT BELVIEU,29.83201,-94.847663
BARBERS HILL PRI,chambers,MONT BELVIEU,29.837776,-94.851187
BARKSDALE EL,collin,PLANO,33.032459,-96.839841
BARNES EL,nueces,CORPUS CHRISTI,27.66876,-97.347669
BARNETT J H,tarrant,ARLINGTON,32.649412,-97.07166
BARRETT PRI,harris,CROSBY,29.88113,-95.04867
BARRICK EL,harris,HOUSTON,29.874763,-95.37041
BARRINGTON EL,travis,AUSTIN,30.361193,-97.695633
BARRINGTON PLACE EL,fort bend,SUGAR LAND,29.653795,-95.607788
BARRON EL,el paso,EL PASO,31.934205,-106.411957
BARRON EL,collin,PLANO,33.040506,-96.690261
BARROW EL,brazoria,BRAZORIA,29.050989,-95.568523
BARTLETT SCHOOLS,bell,BARTLETT,30.797124,-97.421841
BARTON CREEK EL,travis,AUSTIN,30.306848,-97.881012
BARTON EL,dallas,IRVING,32.822737,-96.986366
BARTON HILLS EL,travis,AUSTIN,30.254391,-97.783394
BARWISE LEADERSHIP ACADEMY,wichita,WICHITA FALLS,33.872223,-98.533981
BASIS SAN ANTONIO MEDICAL CENTER,bexar,SAN ANTONIO,29.520989,-98.589653
BASIS SAN ANTONIO NORTH CENTRAL,bexar,SAN ANTONIO,29.52696,-98.490691
BASKIN EL,bexar,SAN ANTONIO,29.48639,-98.561281
BASSETT MIDDLE,el paso,EL PASO,31.814976,-106.463665
BASSETTI EL,taylor,ABILENE,32.412456,-99.79734
BASSWOOD EL,tarrant,FORT WORTH,32.870971,-97.310911
BASTIAN EL,harris,HOUSTON,29.68012,-95.35242
BASTROP,bastrop,BASTROP,30.117975,-97.311819
BASTROP COUNTY JUVENILE BOOT CAM,bastrop,BASTROP,30.20574,-97.300971
BASTROP COUNTY JUVENILE BOOT CAM,bastrop,ELGIN,30.35222,-97.377931
BASTROP COUNTY JUVENILE BOOT CAM,bastrop,BASTROP,30.113146,-97.316052
BASTROP INT,bastrop,BASTROP,30.112573,-97.336018
BASTROP MIDDLE,bastrop,BASTROP,30.107417,-97.328812
BATESVILLE SCHOOL,zavala,BATESVILLE,28.957028,-99.619476
BATY EL,travis,AUSTIN,30.227016,-97.713072
BAY AREA CHARTER EL,harris,EL LAGO,29.579728,-95.036308
BAY AREA CHARTER MIDDLE,galveston,LEAGUE CITY,29.50521,-95.092121
BAY CITY,matagorda,BAY CITY,28.980694,-95.985204
BAY CITY J H,matagorda,BAY CITY,28.989954,-95.956232
BAY COLONY EL,galveston,DICKINSON,29.454144,-95.09483
BAY EL,harris,SEABROOK,29.565853,-95.023959
BAYLES EL,dallas,DALLAS,32.800919,-96.706937
BAYLESS EL,lubbock,LUBBOCK,33.540649,-101.862825
BAYLOR COLLEGE OF MEDICINE ACADE,harris,HOUSTON,29.73228,-95.362951
BAYSHORE EL,harris,LA PORTE,29.624032,-95.014652
BAYSIDE INT,galveston,LEAGUE CITY,29.51222,-95.028553
BAYTOWN J H,harris,BAYTOWN,29.778077,-95.032985
BEACON HILL EL,bexar,SAN ANTONIO,29.44998,-98.51436
BEALL EL,el paso,EL PASO,31.77147,-106.461276
BEAN EL,lubbock,LUBBOCK,33.567661,-101.849886
BEAR BRANCH EL,harris,KINGWOOD,30.057041,-95.203303
BEAR BRANCH EL,montgomery,MAGNOLIA,30.220274,-95.597919
BEAR BRANCH J H,montgomery,MAGNOLIA,30.202892,-95.578093
BEAR BRANCH SIXTH GRADE CAMPUS,montgomery,MAGNOLIA,30.201591,-95.57824
BEAR CREEK EL,tarrant,EULESS,32.871029,-97.087204
BEAR CREEK EL,harris,HOUSTON,29.845763,-95.636955
BEAR CREEK INT,tarrant,KELLER,32.928029,-97.235746
BEARD EL,bexar,HELOTES,29.581681,-98.656531
BEASLEY EL,fort bend,BEASLEY,29.493441,-95.915848
BEASLEY EL,dallas,MESQUITE,32.817241,-96.611306
BEATRICE MAYES INSTITUTE CHARTER,harris,HOUSTON,29.700115,-95.34572
BEATRIZ G GARZA MIDDLE,hidalgo,WESLACO,26.182939,-98.001556
BEATY EARLY CHILDHOOD SCHOOL,collin,PLANO,33.022456,-96.779787
BEAVER TECHNOLOGY CENTER,dallas,GARLAND,32.922462,-96.678046
BEBENSEE EL,tarrant,ARLINGTON,32.6492,-97.10499
BECKENDORFF J H,fort bend,KATY,29.720524,-95.789366
BECKER EL,travis,AUSTIN,30.250532,-97.759832
BECKHAM EL,tarrant,ARLINGTON,32.640407,-97.080537
BECKVILLE JR-SR HIGH SCHOOL,panola,BECKVILLE,32.245605,-94.458132
BECKVILLE SUNSET EL,panola,BECKVILLE,32.23786,-94.45412
BEDFORD HEIGHTS EL,tarrant,BEDFORD,32.86087,-97.150178
BEDFORD J H,tarrant,BEDFORD,32.85433,-97.16412
BEDICHEK MIDDLE,travis,AUSTIN,30.194664,-97.786616
BEE CAVE EL,travis,AUSTIN,30.309203,-97.968308
BEECHNUT ACADEMY,harris,HOUSTON,29.691188,-95.507599
BEHLAU EL,bexar,SAN ANTONIO,29.408075,-98.722377
BEL AIR,el paso,EL PASO,31.747426,-106.346283
BEL AIR EL,henderson,ATHENS,32.182162,-95.859838
BEL AIR MIDDLE,el paso,EL PASO,31.73492,-106.339366
BELAIRE EL,tom green,SAN ANGELO,31.447635,-100.402903
BELL,tarrant,HURST,32.8425,-97.162961
BELL'S HILL EL,mclennan,WACO,31.53777,-97.139321
BELL CO J J A E P,bell,KILLEEN,31.114344,-97.67525
BELL CO J J A E P,bell,TEMPLE,31.102587,-97.352227
BELL CO JJAEP,bell,BARTLETT,30.797124,-97.421841
BELL CO JJAEP,bell,KILLEEN,31.11348,-97.676091
BELL COUNTY ALTERNATIVE SCHOOL,bell,LITTLE RIVER,30.976823,-97.344739
BELL COUNTY DAEP,bell,LITTLE RIVER ACADEMY,30.976831,-97.34474
BELL COUNTY DAEP,bell,ROGERS,30.929214,-97.230003
BELL COUNTY DAEP,bell,LITTLE RIVER,30.976207,-97.346169
BELL COUNTY JJAEP,williamson,FLORENCE,30.84527,-97.793701
BELL COUNTY JJAEP,bell,HOLLAND,30.88032,-97.410291
BELL COUNTY JJAEP,bell,ROGERS,30.929214,-97.230003
BELL COUNTY JUV DET CTR,bell,KILLEEN,31.114348,-97.675251
BELL EL,harris,HOUSTON,29.643761,-95.549217
BELL EL,smith,TYLER,32.330357,-95.283296000000007
BELL MANOR EL,tarrant,BEDFORD,32.831368,-97.136351
BELLAIRE,harris,BELLAIRE,29.692163,-95.469159
BELLAIRE EL,bexar,SAN ANTONIO,29.343602,-98.501579
BELLAIRE EL,tarrant,HURST,32.817889,-97.160545
BELLAIRE EL,bell,KILLEEN,31.10056,-97.742168
BELLEVUE SCHOOL,clay,BELLEVUE,33.630975,-98.015477
BELLFORT EARLY CHILDHOOD CENTER,harris,HOUSTON,29.672876,-95.283729
BELLS,grayson,BELLS,33.63319,-96.405661
BELLS EL,grayson,BELLS,33.635765,-96.405451
BELLVILLE,austin,BELLVILLE,29.924677,-96.251938
BELLVILLE J H,austin,BELLVILLE,29.929173,-96.25205
BELMAR EL,potter,AMARILLO,35.184083,-101.913537
BELT LINE EL,dallas,LANCASTER,32.593003,-96.786515
BELTON,bell,BELTON,31.087049,-97.47023
BELTON EARLY CHILDHOOD SCHOOL,bell,BELTON,31.058827,-97.458209
BELTON NEW TECH H S AT WASKOW,bell,BELTON,31.058101,-97.457678
BEN BOLT-PAL BLANCO,jim wells,BEN BOLT,27.646742,-98.088217
BEN BOLT MIDDLE,jim wells,BEN BOLT,27.648992,-98.080663
BEN BOWEN EARLY CHILDHOOD,harris,HUFFMAN,30.023784,-95.112068
BEN MILAM EL,brazos,BRYAN,30.661857,-96.382074
BEN MILAM EL,milam,CAMERON,30.863902,-96.96059
BEN MILAM EL,dallas,DALLAS,32.816444,-96.790471
BEN MILAM EL,cameron,HARLINGEN,26.163346,-97.705094
BENAVIDES EL,cameron,BROWNSVILLE,25.958291,-97.516414
BENAVIDES EL,zapata,SAN YGNACIO,27.042158,-99.440019
BENAVIDES EL,duval,BENAVIDES,27.593463,-98.4165
BENAVIDES HEIGHTS EL,maverick,EAGLE PASS,28.69761,-100.49564
BENAVIDES SECONDARY,duval,BENAVIDES,27.592515,-98.428217
BENAVIDEZ EL,harris,HOUSTON,29.717086,-95.492222
BENBROOK EL,tarrant,FORT WORTH,32.678261,-97.45591
BENBROOK EL,harris,HOUSTON,29.826959,-95.48118
BENBROOK MIDDLE/HIGH SCHOOL,tarrant,FORT WORTH,32.665297,-97.483984
BENDWOOD SCHOOL,harris,HOUSTON,29.776579,-95.558789
BENEKE EL,harris,HOUSTON,29.982777,-95.481355
BENFER EL,harris,KLEIN,30.03447,-95.485381
BENIGNUS EL,harris,KLEIN,30.0357,-95.5341
BENITO JUAREZ MIDDLE,zavala,CRYSTAL CITY,28.693059,-99.820828
BENITO MARTINEZ EL,hudspeth,FT HANCOCK,31.290859,-105.850717
BENITO MARTINEZ EL,el paso,EL PASO,31.776327,-106.28721
BENJAMIN FRANKLIN MIDDLE,dallas,DALLAS,32.886198,-96.785249
BENJAMIN SCHOOL,knox,BENJAMIN,33.583494,-99.789317
BENNETT EL,lubbock,WOLFFORTH,33.518952,-101.999303
BENS BRANCH EL,montgomery,PORTER,30.096585,-95.254011
BENSON EL,uvalde,UVALDE,29.216778,-99.793285
BERKNER,dallas,RICHARDSON,32.936792,-96.693317
BERNAL MIDDLE,bexar,SAN ANTONIO,29.426886,-98.772134
BERNARDA JAIME J H,duval,SAN DIEGO,27.754715,-98.246526
BERNSHAUSEN EL,harris,TOMBALL,30.090323,-95.585908
BERRY EL,tarrant,ARLINGTON,32.731089,-97.081913
BERRY EL,harris,HOUSTON,29.837264,-95.349465
BERRY MIDDLE,dallas,MESQUITE,32.74106,-96.565331
BERRY MILLER J H,brazoria,PEARLAND,29.547804,-95.330795
BERTA CABAZA MIDDLE,cameron,SAN BENITO,26.151445,-97.658303
BERTA S PALACIOS EL,hidalgo,PHARR,26.129239,-98.185848
BERTRAM EL,burnet,BERTRAM,30.746425,-98.0516
BESS BRANNEN EL,brazoria,LAKE JACKSON,29.061871,-95.449061
BESS CAMPBELL EL,fort bend,SUGAR LAND,29.550538,-95.661536
BESS RACE EL,tarrant,CROWLEY,32.571616,-97.373328
BESSIE COLEMAN MIDDLE,dallas,CEDAR HILL,32.603319,-96.915764
BEST EL,harris,HOUSTON,29.671884,-95.551955
BESTEIRO MIDDLE,cameron,BROWNSVILLE,25.879029,-97.438878
BETA ACADEMY,harris,HOUSTON,29.6678,-95.487231
BETHANY EL,collin,PLANO,33.08057,-96.74292
BETHUNE ACADEMY,harris,HOUSTON,29.871361,-95.448377
BETTE PEROT EL,tarrant,KELLER,32.909188,-97.303999
BETTS EL,hidalgo,EDINBURG,26.27041,-98.119363
BETTY HARWELL MIDDLE,hidalgo,EDINBURG,26.387059,-98.089684
BETTYE MYERS MIDDLE,denton,SHADY SHORES,33.162168,-97.041525
BEVERLY CHEATHAM EL,collin,ALLEN,33.12268,-96.68706
BEVERLY EL,collin,ALLEN,33.087103,-96.728864
BEVERLY HILLS INT,harris,HOUSTON,29.606972,-95.227077
BEXAR CO J J A E P,bexar,SAN ANTONIO,29.49245,-98.466851
BEXAR CO J J A E P,bexar,SAN ANTONIO,29.43685,-98.472481
BEXAR CO J J A E P,bexar,SAN ANTONIO,29.34957,-98.487261
BEXAR CO J J A E P,bexar,SAN ANTONIO,29.55334,-98.33001
BEXAR CO J J A E P,bexar,SAN ANTONIO,29.355554,-98.611033
BEXAR CO J J A E P,bexar,SAN ANTONIO,29.242209,-98.47438
BEXAR CO J J A E P,bexar,SAN ANTONIO,29.30872,-98.669761
BEXAR COUNTY ACADEMY,bexar,SAN ANTONIO,29.468268,-98.572109
BEXAR COUNTY JUVENILE JUSTICE AC,bexar,SAN ANTONIO,29.436809,-98.472769
BEXAR COUNTY JUVENILE JUSTICE AC,bexar,SAN ANTONIO,29.43685,-98.472481
BEXAR COUNTY LRN CTR,bexar,SAN ANTONIO,29.311557,-98.426508
BIG BEND,brewster,TERLINGUA,29.3132,-103.539882
BIG COUNTRY EL,bexar,SAN ANTONIO,29.405811,-98.698721
BIG SANDY,upshur,BIG SANDY,32.588398,-95.111126
BIG SANDY EL,upshur,BIG SANDY,32.58673,-95.111058
BIG SANDY J H,upshur,BIG SANDY,32.587468,-95.111093
BIG SANDY SCHOOL,polk,DALLARDSVILLE,30.628183,-94.633072
BIG SPRING,howard,BIG SPRING,32.246917,-101.465992
BIG SPRING AEP,howard,BIG SPRING,32.24603,-101.464401
BIG SPRING INT,howard,BIG SPRING,32.236604,-101.464997
BIG SPRING J H,howard,BIG SPRING,32.251836,-101.467547
BIG SPRINGS CHARTER SCHOOL,real,LEAKEY,29.838038,-99.668544
BIG SPRINGS EL,dallas,GARLAND,32.973896,-96.678675
BIG WELLS EL,dimmit,BIG WELLS,28.571015,-99.568451
BILL BROWN EL,comal,SPRING BRANCH,29.79934,-98.424621
BILL BURDEN EL,williamson,LIBERTY HILL,30.66125,-97.889127
BILL CHILDRESS EL,el paso,VINTON,31.944923,-106.596988
BILL J ELLIOTT EL,tarrant,FORT WORTH,32.742294,-97.181706
BILL LOGUE DETENTION CENTER,mclennan,WACO,31.60009,-97.120071
BILL LOGUE JUVENILE DETENTION CE,mclennan,WACO,31.52729,-97.094911
BILL SYBERT SCHOOL,el paso,EL PASO,31.790567,-106.292102
BILLIE NELMS CAMPUS,gregg,LONGVIEW,32.52018,-94.706697
BILLIE STEVENSON EL,rockwall,FATE,32.947873,-96.392588
BILLY BAINES MIDDLE,fort bend,MISSOURI CITY,29.513085,-95.53405
BILLY EARL DADE MIDDLE,dallas,DALLAS,32.771385,-96.770468
BINGMAN PK,jefferson,BEAUMONT,30.03456,-94.087731
BIRDIE ALEXANDER EL,dallas,DALLAS,32.656409,-96.847861
BIRDVILLE,tarrant,NORTH RICHLAND HILLS,32.861039,-97.19123
BIRDVILLE EL,tarrant,HALTOM CITY,32.806731,-97.257296
BIRDWELL EL,smith,TYLER,32.328313,-95.309804
BIRKES EL,harris,HOUSTON,29.904627,-95.668652
BIRNHAM WOODS EL,montgomery,SPRING,30.142078,-95.386036
BISHOP,jim wells,BISHOP,27.64637,-98.08832
BISHOP EL,nueces,BISHOP,27.58198,-97.79422
BISHOP EL,tarrant,EVERMAN,32.628445,-97.2889
BISHOP PRI,nueces,BISHOP,27.587742,-97.807532
BIVINS EL,potter,AMARILLO,35.198795,-101.860324
BLACK EC/PRE-K,harris,HOUSTON,29.928441,-95.404051
BLACK EL,harris,HOUSTON,29.929512,-95.404699
BLACK EL,harris,CYPRESS,30.004253,-95.641096
BLACK EL,dallas,MESQUITE,32.760676,-96.593921
BLACK MIDDLE,harris,HOUSTON,29.828769,-95.439377
BLACKBURN EL,kaufman,FORNEY,32.745183,-96.410799
BLACKLAND PRAIRIE EL,williamson,ROUND ROCK,30.49905,-97.622666
BLACKSHEAR EL,travis,AUSTIN,30.267237,-97.722184
BLACKSHEAR EL,harris,HOUSTON,29.729107,-95.362244
BLACKSHEAR EL,harris,TOMBALL,30.03564,-95.584751
BLACKSHEAR HEAD START,tom green,SAN ANGELO,31.478846,-100.459275
BLACKWELL SCHOOL,nolan,BLACKWELL,32.09121,-100.323367
BLAIR EL,dallas,FARMERS BRANCH,32.938195,-96.880657
BLAKE MANOR EL,travis,MANOR,30.30807,-97.533961
BLAKEMORE MIDDLE,oldham,BOYS RANCH,35.530696,-102.251203
BLALACK MIDDLE,denton,CARROLLTON,33.003596,-96.897185
BLANCA E SANCHEZ,hidalgo,MCALLEN,26.282435,-98.227223
BLANCHE DODD INT,denton,KRUM,33.260153,-97.226193
BLANCHETTE EL,jefferson,BEAUMONT,30.045703,-94.110965
BLANCO,blanco,BLANCO,30.099655,-98.431324
BLANCO EL,blanco,BLANCO,30.105346,-98.421757
BLANCO MIDDLE,blanco,BLANCO,30.106422,-98.430272
BLANCO VISTA EL,hays,SAN MARCOS,29.94695,-97.896331
BLAND,hunt,MERIT,33.2102,-96.289938
BLAND EL,hunt,CELESTE,33.224689,-96.263287
BLAND MIDDLE,hunt,CELESTE,33.224689,-96.263287
BLANKET SCHOOL,brown,BLANKET,31.821338,-98.791987
BLANTON EL,tarrant,ARLINGTON,32.714559,-97.09925
BLANTON EL,travis,AUSTIN,30.307377,-97.690348
BLANTON EL,dallas,CARROLLTON,32.983733,-96.885485
BLANTON EL,denton,ARGYLE,33.114322,-97.122339
BLANTON EL,ector,ODESSA,31.888336,-102.339355
BLASCHKE/SHELDON ELEMENTARY,san patricio,INGLESIDE,27.875843,-97.214292
BLATTMAN EL,bexar,SAN ANTONIO,29.599004,-98.543373
BLAZIER EL,travis,AUSTIN,30.154658,-97.751587
BLEDSOE EL,denton,FRISCO,33.130053,-96.873612
BLENDED ACADEMY,val verde,DEL RIO,29.358259,-100.901602
BLESSING EL,matagorda,BLESSING,28.870867,-96.210514
BLEYL MIDDLE,harris,HOUSTON,29.962627,-95.581035
BLISS EL,el paso,EL PASO,31.816464,-106.438701
BLOCK HOUSE CREEK EL,williamson,LEANDER,30.541223,-97.832118
BLOCKER MIDDLE,galveston,TEXAS CITY,29.393398,-94.919518
BLOOMBURG,cass,BLOOMBURG,33.135162,-94.062262
BLOOMBURG EL,cass,BLOOMBURG,33.135162,-94.062262
BLOOMING GROVE,navarro,BLOOMING GROVE,32.087795,-96.713607
BLOOMING GROVE EL,navarro,BLOOMING GROVE,32.096163,-96.724213
BLOOMING GROVE JH,navarro,BLOOMING GROVE,32.08741,-96.71439
BLOOMINGTON,victoria,BLOOMINGTON,28.671593,-96.85471
BLOOMINGTON EL,victoria,BLOOMINGTON,28.650458,-96.889927
BLOOMINGTON J H,victoria,BLOOMINGTON,28.671716,-96.855313
BLOSSOM EL,lamar,BLOSSOM,33.659032,-95.385869
BLUE HAZE EL,tarrant,FORT WORTH,32.750165,-97.501672
BLUE RIDGE,collin,BLUE RIDGE,33.308533,-96.404392
BLUE RIDGE EL,collin,BLUE RIDGE,33.304237,-96.404758
BLUE RIDGE EL,fort bend,HOUSTON,29.581601,-95.475519
BLUE RIDGE MIDDLE,collin,BLUE RIDGE,33.305301,-96.403772
BLUEBONNET EL,bastrop,BASTROP,30.13286,-97.430111
BLUEBONNET EL,deaf smith,HEREFORD,34.839376,-102.400374
BLUEBONNET EL,tarrant,FORT WORTH,32.870452,-97.27756
