school,county,city,lat,lon
CLINTON P RUSSELL EL,dallas,DALLAS,32.709237,-96.823578
CLOVERLEAF EL,harris,HOUSTON,29.776081,-95.174724
CLUB ESTATES,nueces,CORPUS CHRISTI,27.68487,-97.39319
CLUB HILL EL,dallas,GARLAND,32.87858,-96.611193
CLUSTER V SP ED,uvalde,SABINAL,29.325384,-99.47323
CLUTE INT,brazoria,CLUTE,29.022731,-95.399979
CLYDE,callahan,CLYDE,32.415502,-99.527265
CLYDE EL,callahan,CLYDE,32.40313,-99.513523
CLYDE INT,callahan,CLYDE,32.415516,-99.52433
CLYDE J H,callahan,CLYDE,32.40362,-99.49925
COAHOMA,howard,COAHOMA,32.30284,-101.30563
COAHOMA EL,howard,COAHOMA,32.30284,-101.30563
COAHOMA J H,howard,COAHOMA,32.30284,-101.30563
COAKLEY MIDDLE,cameron,HARLINGEN,26.180207,-97.689497
COASTAL ALTERNATIVE PROGRAM,galveston,TEXAS CITY,29.39923,-94.899911
COASTAL ALTERNATIVE PROGRAM,galveston,SANTA FE,29.377948,-95.104475
COASTAL ALTERNATIVE PROGRAM (CAP,galveston,SANTA FE,29.377948,-95.104475
COASTAL ALTERNATIVE PROGRAM (CAP,galveston,TEXAS CITY,29.39923,-94.899911
COASTAL VILLAGE EL,galveston,GALVESTON,29.306077,-94.778494
COASTAL VILLAGE MIDDLE,galveston,GALVESTON,29.299423,-94.788797
COBB 6TH GRADE CAMPUS,harris,HOUSTON,29.821162,-95.180962
COBB MIDDLE,denton,FRISCO,33.1562,-96.862151
COCKRELL HILL EL,dallas,DESOTO,32.583585,-96.891912
CODER EL,parker,ALEDO,32.71703,-97.615011
CODWELL EL,harris,HOUSTON,29.63842,-95.361911
CODY EL,bexar,SAN ANTONIO,29.428928,-98.690347
COGGIN EL,brown,BROWNWOOD,31.71312,-98.981218
COIT/FRANKFORD ROAD NEW EL,collin,PLANO,33.019226,-96.745713
COKER EL,bexar,SAN ANTONIO,29.56631,-98.476182
COL JOHN O ENSOR MIDDLE,el paso,EL PASO,31.696545,-106.217935
COL SANTOS BENAVIDES EL,webb,LAREDO,27.59342,-99.447431
COLBERT EL,liberty,DAYTON,30.046394,-94.879205
COLDSPRING-OAKHURST HIGH SCHOOL,san jacinto,COLDSPRING,30.577628,-95.138104
COLDSPRING INTERMEDIATE,san jacinto,COLDSPRING,30.56937,-95.107831
COLDWELL EL,el paso,EL PASO,31.795136,-106.442432
COLE EL,bexar,SAN ANTONIO,29.49061,-98.601631
COLEMAN,coleman,COLEMAN,31.809203,-99.424587
COLEMAN EL,johnson,CLEBURNE,32.337534,-97.400507
COLEMAN EL,coleman,COLEMAN,31.80999,-99.426182
COLEMAN J H,coleman,COLEMAN,31.80999,-99.426184
COLES H S AND EDUCATIONAL CENTER,nueces,CORPUS CHRISTI,27.799787,-97.400554
COLIN L POWELL EL,el paso,EL PASO,31.841197,-106.447743
COLIN POWELL EL,dallas,GRAND PRAIRIE,32.651136,-97.005557
COLLEGE CAREER & TECHNOLOGY ACAD,hidalgo,PHARR,26.192788,-98.175476
COLLEGE CAREER TECHNOLOGY ACADEM,el paso,EL PASO,31.785095,-106.463556
COLLEGE HILL EL,hale,PLAINVIEW,34.187442,-101.740071
COLLEGE HILLS EL,brazos,COLLEGE STATION,30.626894,-96.320492
COLLEGE PARK,montgomery,THE WOODLANDS,30.204219,-95.47175
COLLEGE PARK EL,harris,DEER PARK,29.672442,-95.1117
COLLEGE ST EL,denton,LEWISVILLE,33.048862,-97.000568
COLLEGE STATION,brazos,COLLEGE STATION,30.59275,-96.321641
COLLEGE STATION JJAEP,brazos,COLLEGE STATION,30.592861,-96.321679
COLLEGE STATION MIDDLE,brazos,COLLEGE STATION,30.576804,-96.300228
COLLEGE STREET EL,smith,LINDALE,32.515709,-95.412634
COLLEGIATE,nueces,CORPUS CHRISTI,27.76407,-97.407211
COLLEYVILLE EL,tarrant,COLLEYVILLE,32.894477,-97.154382
COLLEYVILLE HERITAGE,tarrant,COLLEYVILLE,32.886628,-97.104022
COLLEYVILLE MIDDLE,tarrant,COLLEYVILLE,32.89476,-97.15205
COLLIER DAEP,bexar,SAN ANTONIO,29.331531,-98.492764
COLLIER EL,bexar,SAN ANTONIO,29.36712,-98.524228
COLLIN CO J J A E P,collin,ALLEN,33.101072,-96.658235
COLLIN CO J J A E P,collin,MCKINNEY,33.19556,-96.613243
COLLIN CO J J A E P,collin,NEVADA,33.06351,-96.365756
COLLIN CO J J A E P,collin,FARMERSVILLE,33.170902,-96.370675
COLLIN CO J J A E P,collin,FRISCO,33.1242,-96.798541
COLLIN CO J J A E P,collin,PRINCETON,33.177418,-96.491058
COLLIN CO J J A E P,collin,MCKINNEY,33.245773,-96.635085
COLLIN CO J J A E P,collin,WYLIE,33.003282,-96.536665
COLLINS-PARR EL,duval,SAN DIEGO,27.754715,-98.246526
COLLINS EL,harris,HOUSTON,29.710905,-95.554801
COLLINS EL,el paso,EL PASO,31.90608,-106.429665
COLLINS GARDEN EL,bexar,SAN ANTONIO,29.397744,-98.517792
COLLINS INT,montgomery,THE WOODLANDS,30.18138,-95.50314
COLLINS MIDDLE,navarro,CORSICANA,32.106533,-96.492011
COLLINSVILLE,grayson,COLLINSVILLE,33.562163,-96.904695
COLLINSVILLE EL,grayson,COLLINSVILLE,33.558346,-96.906279
COLLINSVILLE INT,grayson,COLLINSVILLE,33.558107,-96.907334
COLLINSVILLE PRI,grayson,COLLINSVILLE,33.557987,-96.905975
COLMESNEIL EL,tyler,COLMESNEIL,30.908323,-94.429716
COLMESNEIL JH/,tyler,COLMESNEIL,30.908323,-94.429716
COLONIAL HEIGHTS EL,terry,BROWNFIELD,33.173536,-102.262449
COLONIAL HILLS EL,bexar,SAN ANTONIO,29.516075,-98.53648
COLONIES NORTH EL,bexar,SAN ANTONIO,29.531542,-98.553274
COLONY BEND EL,fort bend,SUGAR LAND,29.580713,-95.610084
COLONY MEADOWS EL,fort bend,SUGAR LAND,29.580945,-95.629391
COLORADO,mitchell,COLORADO CITY,32.404352,-100.848882
COLORADO ISD DAEP,mitchell,WESTBROOK,32.360116,-101.01298
COLORADO MIDDLE,mitchell,COLORADO CITY,32.399738,-100.863127
COLORADO RIVER COLLEGIATE ACADEM,bastrop,BASTROP,30.11852,-97.315421
COLT EL,burnet,MARBLE FALLS,30.59764,-98.24167
COLUMBIA,brazoria,WEST COLUMBIA,29.137502,-95.650609
COLUMBIA HEIGHTS EL,bexar,SAN ANTONIO,29.369704,-98.531504
COLUMBUS,colorado,COLUMBUS,29.702155,-96.562041
COLUMBUS ALTERNATIVE SCHOOL,colorado,COLUMBUS,29.70244,-96.545201
COLUMBUS ALTERNATIVE SCHOOL NEW,austin,NEW ULM,29.90515,-96.510171
COLUMBUS EL,colorado,COLUMBUS,29.70363,-96.542185
COLUMBUS J H,colorado,COLUMBUS,29.711125,-96.549676
COMAL ACADEMY,comal,NEW BRAUNFELS,29.706894,-98.09869
COMAL DISCIPLINE CENTER,comal,NEW BRAUNFELS,29.7086,-98.09406
COMANCHE,comanche,COMANCHE,31.912634,-98.595579
COMANCHE EARLY CHILDHOOD CENTER,comanche,COMANCHE,31.903856,-98.602681
COMANCHE EL,comanche,COMANCHE,31.912705,-98.591063
COMANCHE MIDDLE,comanche,COMANCHE,31.912705,-98.591063
COMANCHE SPRINGS EL,tarrant,FORT WORTH,32.889747,-97.366085
COMFORT,kendall,COMFORT,29.994897,-98.902361
COMFORT EL,kendall,COMFORT,29.971856,-98.912516
COMFORT MIDDLE,kendall,COMFORT,29.971046,-98.914836
COMMERCE,hunt,COMMERCE,33.241807,-95.925454
COMMERCE EL,hunt,COMMERCE,33.230572,-95.887839
COMMERCE MIDDLE,hunt,COMMERCE,33.236353,-95.888277
COMMONWEALTH EL,fort bend,SUGAR LAND,29.55859,-95.615267
COMMUNITY,collin,NEVADA,33.0238,-96.3732
COMMUNITY BASED PK,tarrant,ARLINGTON,32.70646,-97.184131
COMMUNITY ED,denton,DENTON,33.225044,-97.132661
COMMUNITY SCHOOL,harris,PASADENA,29.682805,-95.155425
COMMUNITY SERVICES-SEC,harris,HOUSTON,29.73223,-95.328381
COMO-PICKTON SCHOOL,hopkins,COMO,33.065008,-95.485136
COMO EL,tarrant,FORT WORTH,32.721204,-97.408938
COMO MONTESSORI,tarrant,FORT WORTH,32.721227,-97.410761
COMPASS,harris,HOUSTON,29.913794,-95.362113
COMPASS ACADEMY CHARTER SCHOOL,ector,ODESSA,31.86782,-102.327311
COMPASS CENTER,cherokee,JACKSONVILLE,31.933512,-95.262076
COMQUEST ACADEMY,harris,TOMBALL,30.100571,-95.612795
COMSTOCK EL,collin,MCKINNEY,33.159449,-96.710868
COMSTOCK SCHOOL,val verde,COMSTOCK,29.68096,-101.17225
CONDIT EL,harris,BELLAIRE,29.702772,-95.467319
CONGRESSMAN SILVESTRE & CAROLINA,el paso,EL PASO,31.9186,-106.6006
CONLEY EL,harris,HOUSTON,29.945619,-95.471604
CONNALLY EARLY CHILDHOOD CENTER,mclennan,WACO,31.641894,-97.099354
CONNALLY EL,mclennan,WACO,31.64283,-97.098793
CONNALLY HIGH SCHOOL,mclennan,WACO,31.642828,-97.1025
CONNALLY J H,mclennan,ELM MOTT,31.654642,-97.107757
CONNALLY MIDDLE,bexar,SAN ANTONIO,29.501863,-98.655483
CONNALLY PRI,mclennan,ELM MOTT,31.65463,-97.109183
CONNELL MIDDLE,bexar,SAN ANTONIO,29.367878,-98.462218
CONROE,montgomery,CONROE,30.321424,-95.48414
CONSTANCE HULBERT EL,el paso,EL PASO,31.738545,-106.364684
CONVERSE EL,bexar,CONVERSE,29.49206,-98.308321
COOK EL,travis,AUSTIN,30.377944,-97.704836
COOK JR EL,harris,HOUSTON,29.82426,-95.31929
COOK MIDDLE,harris,HOUSTON,29.905483,-95.568747
COOKE EL,johnson,CLEBURNE,32.3596,-97.408231
COOKE/FANNIN/GRAYSON CO JUVENILE,grayson,DENISON,33.70777,-96.663011
COOLEY EL,el paso,EL PASO,31.767393,-106.417486
COOLIDGE,limestone,COOLIDGE,31.748056,-96.655377
COOLIDGE EL,limestone,COOLIDGE,31.748962,-96.655544
COOP EL,harris,HOUSTON,29.858774,-95.348506
COOPER,taylor,ABILENE,32.406341,-99.748745
COOPER,delta,COOPER,33.362255,-95.698676
COOPER ACADEMY,bexar,SAN ANTONIO,29.41449,-98.525331
COOPER EL,delta,COOPER,33.363441,-95.694028
COOPER EL,dallas,GARLAND,32.934362,-96.645801
COOPER J H,delta,COOPER,33.362255,-95.698676
COPELAND EL,harris,HOUSTON,29.8915,-95.682
COPELAND EL,harris,HUFFMAN,30.024568,-95.112381
COPPELL,dallas,COPPELL,32.974672,-96.998599
COPPELL MIDDLE EAST,dallas,COPPELL,32.961082,-96.969142
COPPELL MIDDLE NORTH,dallas,COPPELL,32.983339,-96.991427
COPPELL MIDDLE WEST,dallas,COPPELL,32.937277,-97.0024
COPPERAS COVE,coryell,COPPERAS COVE,31.126675,-97.913112
COPPERAS COVE J H,coryell,COPPERAS COVE,31.115532,-97.883875
COPPERFIELD EL,bexar,CONVERSE,29.501729,-98.288783
COPPERFIELD EL,travis,AUSTIN,30.388269,-97.659892
CORA SPENCER EL,tarrant,GRAND PRAIRIE,32.582066,-97.055732
CORA THOMAS EL,fort bend,RICHMOND,29.51522,-95.744681
CORBELL EL,denton,FRISCO,33.162372,-96.8813
COREY FINE ARTS / DUAL LANGUAGE,tarrant,ARLINGTON,32.663673,-97.177284
CORINA PENA EL,hidalgo,PENITAS,26.284928,-98.433362
CORINTH CLASSICAL ACADEMY,denton,CORINTH,33.138429,-97.049309
CORINTH EL,denton,CORINTH,33.132916,-97.052837
CORNELIUS EL,harris,HOUSTON,29.678085,-95.294086
CORNERSTONE ACADEMY,harris,HOUSTON,29.814509,-95.50371
CORNERSTONE EL,fort bend,SUGAR LAND,29.586856,-95.656885
CORONADO,el paso,EL PASO,31.835945,-106.546411
CORONADO,lubbock,LUBBOCK,33.564022,-101.917481
CORONADO EL,randall,AMARILLO,35.180002,-101.864727
CORONADO MIDDLE,hale,PLAINVIEW,34.206183,-101.716194
CORONADO VILLAGE EL,bexar,UNIVERSAL CITY,29.550556,-98.318352
CORPUS CHRISTI COLLEGE PREP,nueces,CORPUS CHRISTI,27.7254,-97.408711
CORPUS CHRISTI MONTESSORI SCHOOL,nueces,CORPUS CHRISTI,27.77512,-97.398651
CORRECTIVE BEHAVIOR CTR,cass,ATLANTA,33.11723,-94.16648
CORRIGAN-CAMDEN,polk,CORRIGAN,30.991718,-94.826293
CORRIGAN-CAMDEN EL,polk,CORRIGAN,30.992616,-94.826203
CORRIGAN-CAMDEN J H,polk,CORRIGAN,30.991356,-94.824727
CORRIGAN-CAMDEN PRI,polk,CORRIGAN,30.992616,-94.826203
CORSICANA H IGH SCHOOL,navarro,CORSICANA,32.085093,-96.515678
COSTON EL,angelina,LUFKIN,31.350149,-94.713059
COTTON CENTER SCHOOL,hale,COTTON CENTER,33.994338,-101.991927
COTTONWOOD CREEK EL,dallas,COPPELL,32.976387,-97.00762
COTTONWOOD CREEK EL,williamson,HUTTO,30.55809,-97.549413
COTULLA,la salle,COTULLA,28.43863,-99.235161
COUNTRY PLACE EL,dallas,CARROLLTON,32.967414,-96.863567
COUNTY LINE EL,comal,NEW BRAUNFELS,29.670716,-98.12136
COUNTY RESIDENTIAL CENTER,collin,MCKINNEY,33.245773,-96.635074
COUPLAND EL,williamson,COUPLAND,30.453691,-97.390717
COVE CHARTER ACADEMY,coryell,COPPERAS COVE,31.09733,-97.908851
COVINGTON M S,travis,AUSTIN,30.212846,-97.834284
COVINGTON SCHOOL,hill,COVINGTON,32.183152,-97.256548
COWAN EL,travis,AUSTIN,30.18874,-97.833538
COWEN EARLY CHILDHOOD CENTER,nolan,SWEETWATER,32.469252,-100.416347
COX INT,montgomery,SPRING,30.108649,-95.378637
COYLE MIDDLE,dallas,ROWLETT,32.90099,-96.561718
COYOTE RIDGE EL,denton,CARROLLTON,33.034223,-96.920607
CRAIG MIDDLE,taylor,ABILENE,32.441698,-99.70767
CRAIN EL,victoria,VICTORIA,28.81931,-96.988681
CRANDALL,kaufman,CRANDALL,32.623252,-96.458015
CRANDALL COMPASS ACADEMY,kaufman,CRANDALL,32.623258,-96.458002
CRANDALL MIDDLE,kaufman,CRANDALL,32.621325,-96.460397
CRANE EL,crane,CRANE,31.395993,-102.352601
CRANE HIGH SCHOOL,crane,CRANE,31.394184,-102.353383
CRANE MIDDLE,crane,CRANE,31.393247,-102.351527
CRANFILLS GAP SCHOOL,bosque,CRANFILLS GAP,31.769597,-97.824408
CRAWFORD,mclennan,CRAWFORD,31.532058,-97.450909
CRAWFORD EL,mclennan,CRAWFORD,31.532058,-97.450909
CREEDMOOR EL,travis,CREEDMOOR,30.090699,-97.720278
CREEK VALLEY MIDDLE,denton,CARROLLTON,33.022262,-96.925775
CREEK VIEW EL,brazos,COLLEGE STATION,30.56882,-96.290101
CREEKSIDE EL,denton,LEWISVILLE,33.01396,-97.006761
CREEKSIDE FOREST EL,harris,THE WOODLANDS,30.14312,-95.511514
CREEKSIDE INT,galveston,LEAGUE CITY,29.495671,-95.14129
CREEKSIDE PARK J H,harris,THE WOODLANDS,30.138051,-95.556372
CREEKVIEW,denton,CARROLLTON,33.002931,-96.912432
CREEKVIEW EL,harris,THE WOODLANDS,30.142933,-95.557465
CREEKVIEW MIDDLE,tarrant,FORT WORTH,32.859737,-97.407613
CREEKWOOD MIDDLE,harris,KINGWOOD,30.058736,-95.188426
CREIGHTON EL,montgomery,CONROE,30.274237,-95.320843
CRENSHAW EL,harris,CHANNELVIEW,29.805807,-95.114607
CRENSHAW EL AND MIDDLE,galveston,PORT BOLIVAR,29.428735,-94.689344
CRESPO EL,harris,HOUSTON,29.699726,-95.288143
CRESTVIEW EL,randall,CANYON,35.000236,-101.933564
CRESTVIEW EL,lubbock,LUBBOCK,33.521541,-101.94457
CRESTVIEW EL,young,GRAHAM,33.112792,-98.571717
CRESTVIEW EL,bexar,SAN ANTONIO,29.540698,-98.335276
CRESTVIEW EL,bowie,NEW BOSTON,33.469306,-94.407719
CRESTVIEW EL,mclennan,WACO,31.535144,-97.178116
CROCKETT,travis,AUSTIN,30.213911,-97.796551
CROCKETT,houston,CROCKETT,31.30046,-95.446861
CROCKETT EARLY EDUCATION SCHOOL,dallas,GRAND PRAIRIE,32.73379,-96.990251
CROCKETT EARLY HEADSTART,taylor,ABILENE,32.434357,-99.763015
CROCKETT EL,hutchinson,BORGER,35.652262,-101.388972
CROCKETT EL,brazos,BRYAN,30.640514,-96.353811
CROCKETT EL,nueces,CORPUS CHRISTI,27.763244,-97.427127
CROCKETT EL,houston,CROCKETT,31.314055,-95.448263
CROCKETT EL,el paso,EL PASO,31.792599,-106.454607
CROCKETT EL,harris,BAYTOWN,29.774287,-94.955221
CROCKETT EL,hunt,GREENVILLE,33.163673,-96.097085
CROCKETT EL,cameron,HARLINGEN,26.196335,-97.710248000000007
CROCKETT EL,harris,HOUSTON,29.77372,-95.37936
CROCKETT EL,harrison,MARSHALL,32.547938,-94.320703
CROCKETT EL,midland,MIDLAND,32.013766,-102.072033
CROCKETT EL,tom green,SAN ANGELO,31.43867,-100.461984
CROCKETT EL,hays,SAN MARCOS,29.88523,-97.961531
CROCKETT EL,parker,WEATHERFORD,32.761078,-97.781355
CROCKETT EL,wichita,WICHITA FALLS,33.89738,-98.53043
CROCKETT INT,lamar,PARIS,33.655454,-95.525801
CROCKETT J H,houston,CROCKETT,31.3056,-95.440631
CROCKETT MIDDLE,randall,AMARILLO,35.17931,-101.892304
CROCKETT MIDDLE,ector,ODESSA,31.856916,-102.406253
CROCKETT MIDDLE,dallas,IRVING,32.835525,-96.977998
CROCKETT MIDDLE,reeves,PECOS,31.409088,-103.507808
CROMACK EL,cameron,BROWNSVILLE,25.905089,-97.465114
CROSBY,harris,CROSBY,29.899492,-95.066751
CROSBY CROSSROADS ACADEMY,harris,CROSBY,29.89957,-95.069151
CROSBY DAEP,harris,HUMBLE,29.99549,-95.194751
CROSBY EL,harris,CROSBY,29.91302,-95.060361
CROSBY EL,el paso,EL PASO,31.877822,-106.414012
CROSBY EL,kaufman,FORNEY,32.758947,-96.441398
CROSBY KINDERGARTEN CENTER,harris,CROSBY,29.912554,-95.060772
CROSBY MIDDLE,harris,CROSBY,29.899394,-95.072287
CROSBY MIDDLE,galveston,HITCHCOCK,29.349244,-95.031842
CROSBYTON DAEP,crosby,CROSBYTON,33.658381,-101.24788
CROSBYTON EL,crosby,CROSBYTON,33.65855,-101.247101
CROSBYTON SECONDARY,crosby,CROSBYTON,33.65855,-101.247101
CROSS OAKS EL,denton,CROSS ROADS,33.207805,-96.981939
CROSS PLAINS,callahan,CROSS PLAINS,32.131342,-99.16478
CROSS PLAINS EL,callahan,CROSS PLAINS,32.131342,-99.16478
CROSS ROADS,henderson,MALAKOFF,32.05146,-95.967272
CROSS ROADS EL,henderson,MALAKOFF,32.05146,-95.967272
CROSS ROADS J H,henderson,MALAKOFF,32.05146,-95.967272
CROSS TIMBERS EL,parker,AZLE,32.909919,-97.561409
CROSS TIMBERS INT,tarrant,ARLINGTON,32.621646,-97.157976
CROSS TIMBERS MIDDLE,tarrant,GRAPEVINE,32.913089,-97.123119
CROSSLAND NINTH GRADE CENTER,hood,GRANBURY,32.445739,-97.795744
CROSSROADS,harris,HOUSTON,29.708238,-95.597479
CROSSROADS,tarrant,BURLESON,32.5617,-97.333
CROSSROADS,coryell,COPPERAS COVE,31.121249,-97.89983
CROSSTIMBERS ACADEMY,parker,WEATHERFORD,32.696052,-97.798806
CROSSWINDS,dallas,GRAND PRAIRIE,32.75639,-97.018351
CROUCH EL,tarrant,GRAND PRAIRIE,32.72824,-97.05698
CROW EL,tarrant,ARLINGTON,32.728069,-97.088859
CROWELL SCHOOL,foard,CROWELL,33.990653,-99.720712
CROWLEY,tarrant,CROWLEY,32.57833,-97.375702
CROWLEY ALTERNATIVE SCHOOL,tarrant,CROWLEY,32.579259,-97.361031
CROWLEY MIDDLE,tarrant,FORT WORTH,32.616999,-97.376361
CROWNOVER MIDDLE,denton,CORINTH,33.147762,-97.082273
CRUTCHFIELD EL,grayson,SHERMAN,33.63619,-96.5868
CRYAR INTERMEDIATE,montgomery,CONROE,30.336676,-95.48823
CRYSTAL CITY,zavala,CRYSTAL CITY,28.69037,-99.821498
CUERO,dewitt,CUERO,29.09014,-97.28004
CUERO INT,dewitt,CUERO,29.092943000000002,-97.275335
CUERO J H,dewitt,CUERO,29.092838,-97.272767
CULLEN MIDDLE,nueces,CORPUS CHRISTI,27.717676,-97.356576
CULLEN MIDDLE,harris,HOUSTON,29.691059,-95.363869
CUMBERLAND,smith,TYLER,32.271313,-95.279405
CUMBERLAND ACADEMY,smith,TYLER,32.29619,-95.287021
CUMBERLAND ACADEMY MIDDLE,smith,TYLER,32.2962,-95.288941
CUMBY,hopkins,CUMBY,33.135552,-95.844699
CUMBY EL,hopkins,CUMBY,33.134858,-95.844121
CUMMINGS EL,harris,HOUSTON,29.663848,-95.585513
CUMMINGS MIDDLE,cameron,BROWNSVILLE,25.913899,-97.493734
CUNNINGHAM EL,travis,AUSTIN,30.209982,-97.806022
CUNNINGHAM EL,harris,HOUSTON,29.717034,-95.46854
CUNNINGHAM MIDDLE,nueces,CORPUS CHRISTI,27.75146,-97.42794
CUNNINGHAM MIDDLE,harris,HOUSTON,29.802304,-95.200772
CUNNINGHAM SCHOOL,wichita,WICHITA FALLS,33.866089,-98.549013
CUNNINGHAM SPECIAL ED CENTER,wichita,WICHITA FALLS,33.865608,-98.548824
CURINGTON EL,kendall,BOERNE,29.803433,-98.727692
CURTIS EL,jefferson,BEAUMONT,30.089214,-94.164157
CURTIS EL,parker,WEATHERFORD,32.747511,-97.804887
CURTISTENE S MCCOWAN MIDDLE (IST,dallas,GLENN HEIGHTS,32.563686,-96.882336
CURTSINGER EL,collin,FRISCO,33.12421,-96.770129
CUSHING EL,nacogdoches,CUSHING,31.820505,-94.837302
CUSHING SCHOOL,nacogdoches,CUSHING,31.819423,-94.836701
CY-FAIR HIGH SCHOOL,harris,CYPRESS,29.940687,-95.653304
CYNTHIA A COCKRELL EL,collin,PROSPER,33.24832,-96.73463
CYPRESS-FAIRBANKS J J A E P,harris,HOUSTON,29.921816,-95.583722
CYPRESS CREEK,harris,HOUSTON,29.965823,-95.565165
CYPRESS EL,williamson,CEDAR PARK,30.46521,-97.835975
CYPRESS FALLS,harris,HOUSTON,29.918588,-95.631662
CYPRESS GROVE INT,brazos,COLLEGE STATION,30.570771,-96.292601
CYPRESS LAKES,harris,KATY,29.85419,-95.703051
CYPRESS PARK,harris,HOUSTON,29.92274,-95.583961
CYPRESS RANCH,harris,CYPRESS,29.941119,-95.719693
CYPRESS RIDGE,harris,HOUSTON,29.893312,-95.604799
CYPRESS SPRINGS,harris,CYPRESS,29.89285,-95.719945
CYPRESS WOODS,harris,CYPRESS,29.971016,-95.681547
CYPRESSWOOD EL,harris,HUMBLE,30.021196,-95.326874
D'HANIS SCHOOL,medina,D'HANIS,29.331916,-99.271869
D A E P,montgomery,CONROE,30.31683,-95.454011
D A HULCY STEAM MIDDLE,dallas,DALLAS,32.63462,-96.842621
D C CANNON EL,hunt,QUINLAN,32.905479,-96.134668
D D HACHAR EL,webb,LAREDO,27.50611,-99.464971
D H BRENT EL,denton,LITTLE ELM,33.162404,-96.902659
D H S FRESHMAN CAMPUS,dallas,DESOTO,32.579999,-96.872198
D J RED SIMON MIDDLE,hays,KYLE,29.945430000000002,-97.828721
D L ROUNTREE EL,collin,ALLEN,33.09947,-96.651943
D P MORRIS EL,tarrant,ARLINGTON,32.618584,-97.125051
D U BUCKNER EL,hidalgo,PHARR,26.202207,-98.17512
DAEP,hale,PLAINVIEW,34.193759,-101.712885
DAEP,cooke,GAINESVILLE,33.63609,-97.105851
DAEP,mclennan,CHINA SPRING,31.65055,-97.309461
DAEP,maverick,EAGLE PASS,28.725463,-100.496925
DAEP,galveston,LA MARQUE,29.363122,-94.970063
DAEP,lamar,PARIS,33.655332,-95.536
DAEP,hidalgo,PROGRESO,26.1069,-97.95963
DAEP,hale,PLAINVIEW,34.193771,-101.712861
DAEP- EL,travis,AUSTIN,30.250465,-97.759694
DAEP AT HOLMGREEN,bexar,SAN ANTONIO,29.519117,-98.578523
DAFFRON EL,collin,PLANO,33.049493,-96.779227
DAGGETT EL,tarrant,FORT WORTH,32.717301,-97.334626
DAGGETT MIDDLE,tarrant,FORT WORTH,32.71921,-97.33731
DAGGETT MONTESSORI,tarrant,FT WORTH,32.71814,-97.332473
DAICHES EL,webb,LAREDO,27.497067,-99.481631
DAILEY MIDDLE,travis,AUSTIN,30.24257,-97.589941
DAINGERFIELD,morris,DAINGERFIELD,33.014536,-94.718007
DAINGERFIELD J H,morris,DAINGERFIELD,33.036149,-94.714716
DALE JACKSON CAREER CTR,denton,LEWISVILLE,33.026677,-97.009744
DALHART,hartley,DALHART,36.04971,-102.504712
DALHART EL,hartley,DALHART,36.052395,-102.513065
DALHART INT,dallam,DALHART,36.058274,-102.518196
DALHART J H,hartley,DALHART,36.050872,-102.502536
DALLAS CAN ACADEMY - GRANT EAST,dallas,DALLAS,32.65405,-96.774581
DALLAS CAN ACADEMY AT CARROLLTON,dallas,FARMERS BRANCH,32.942347,-96.889275
DALLAS CAN ACADEMY AT PLEASANT G,dallas,DALLAS,32.73229,-96.649071
DALLAS CAN ACADEMY CHARTER,dallas,DALLAS,32.805007,-96.778488
DALLAS CAN ACADEMY CHARTER-OAK C,dallas,DALLAS,32.741615,-96.82762
DALLAS CO SCHOOL FOR ACCELERATED,dallas,DALLAS,32.771326,-96.868319
DALLAS COUNTY JJAEP,dallas,DALLAS,32.76849,-96.869841
DALLAS COUNTY JJAEP CFB CAMPUS,dallas,DALLAS,32.771614,-96.86888
DALLAS COUNTY JJAEP DESOTO CAMPU,dallas,DALLAS,32.77173,-96.868812
DALLAS COUNTY JUVENILE JUSTICE,dallas,DALLAS,32.769274,-96.867802
DALLAS ENVIRONMENTAL SCIENCE ACA,dallas,DALLAS,32.786581,-96.863958
DALLAS PARK EL,tarrant,FORT WORTH,32.614324,-97.393961
DALLAS PRIME PREP,dallas,DALLAS,32.690646,-96.819437
DALTON EL,uvalde,UVALDE,29.220726,-99.775842
DAMON ISD,brazoria,DAMON,29.288783,-95.74033
DAN CHADWICK CAMPUS,gregg,LONGVIEW,32.52018,-94.706697
DAN D ROGERS EL,dallas,DALLAS,32.851556,-96.752299
DAN J KUBACAK EL,galveston,SANTA FE,29.382978,-95.105785
DAN POWELL INT,tarrant,EVERMAN,32.624378,-97.303361
DANBURY,brazoria,DANBURY,29.223696,-95.341777
DANBURY EL,brazoria,DANBURY,29.231976,-95.350341
DANBURY MIDDLE,brazoria,DANBURY,29.225229,-95.343606
DANFORTH J H,hays,WIMBERLEY,30.003071,-98.113491
DANIEL RAMIREZ EL,hidalgo,PHARR,26.215391,-98.189991
DANIEL SINGLETERRY SR,hidalgo,DONNA,26.243754,-98.076063
DANIEL WEBSTER EL,dallas,DALLAS,32.696697,-96.861125
DANIELS EL,kerr,KERRVILLE,30.035917,-99.121624
DANISH EL,harris,HOUSTON,29.932343,-95.598983
DANNY JONES MIDDLE,tarrant,MANSFIELD,32.582819,-97.062522
DARROUZETT SCHOOLS,lipscomb,DARROUZETT,36.447431,-100.325595
DARTMOUTH EL,dallas,RICHARDSON,32.95394,-96.689106
DARWIN L GILMORE EL,galveston,LEAGUE CITY,29.483811,-95.13873
DAUGHERTY EL,dallas,GARLAND,32.893927,-96.637194
DAVID AND LYNDA OLSON EL,collin,ALLEN,33.11526,-96.624801
